Failure_ID	ID	BreakDate	BreakYear	SourceTxt_ID	Material	InstallYear	Age	RR_Diameter	Length(ft)	OrgDiameter	OrgMaterial	OrgInstallYear	Status	BreakAge
238481	36667	00:00.0	2021	15-37-38832	CI	1974	51	6	132.37	6	CI	1974	1	47
240113	36726	00:00.0	2023	18-119-40157	DI	1983	42	8	264.63	8	DI	1983	1	40
235098	36726	00:00.0	2018	18-119-40157	DI	1983	42	8	264.63	8	DI	1983	1	35
235105	36728	00:00.0	2019	15-213-62158558	GA	1958	67	2	855.22	2	GA	1958	1	61
239066	36728	00:00.0	2022	15-213-62158558	GA	1958	67	2	855.22	2	GA	1958	1	64
237025	36737	00:00.0	2024	18-92-38844	PVC	1984	41	8	1674.14	8	PVC	1984	1	40
236675	36749	00:00.0	2017	15-155-38857	CI	1959	66	6	635.5	6	DI	1959	1	58
236676	36749	00:00.0	2014	15-155-38857	CI	1959	66	6	635.5	6	DI	1959	1	55
232736	36758	00:00.0	2019	16-18-39275	CI	1910	115	6	176.55	6	CI	NULL	1	109
234926	36760	00:00.0	2018	16-61-39278	PVC	1982	43	8	117.73	8	PVC	1982	1	36
234189	36766	00:00.0	2018	18-241-39284	DI	1992	33	6	652.01	6	AC	1992	1	26
234190	36766	00:00.0	2014	18-241-39284	DI	1992	33	6	652.01	6	AC	1992	1	22
238783	36766	00:00.0	2022	18-241-39284	DI	1992	33	6	652.01	6	AC	1992	1	30
238555	36766	00:00.0	2021	18-241-39284	DI	1992	33	6	652.01	6	AC	1992	1	29
237831	36766	00:00.0	2021	18-241-39284	DI	1992	33	6	652.01	6	AC	1992	1	29
233721	36774	00:00.0	2018	18-204-39729	AC	1955	70	6	328.18	6	AC	1955	1	63
233722	36774	00:00.0	2018	18-204-39729	AC	1955	70	6	328.18	6	AC	1955	1	63
236701	36776	00:00.0	2015	15-100-39732	AC	1965	60	6	880.32	6	AC	1965	1	50
236702	36776	00:00.0	2016	15-100-39732	AC	1965	60	6	880.32	6	AC	1965	1	51
235450	36778	00:00.0	2017	18-95-39734	CI	1963	62	6	1250.27	6	CI	1963	1	54
237416	36794	00:00.0	2020	18-354-40165	AC	1965	60	6	1314.95	6	AC	1965	1	55
238013	36794	30:00.0	2021	18-354-40165	AC	1965	60	6	1314.95	6	AC	1965	1	56
236510	36804	00:00.0	2017	18-37-40177	PVC	1981	44	6	442.24	6	PVC	1981	1	36
236511	36804	00:00.0	2017	18-37-40177	PVC	1981	44	6	442.24	6	PVC	1981	1	36
234011	36838	00:00.0	2018	18-330-39297	AC	1956	69	6	1678.25	6	AC	1956	1	62
234012	36838	00:00.0	2018	18-330-39297	AC	1956	69	6	1678.25	6	AC	1956	1	62
240334	36838	00:00.0	2024	18-330-39297	AC	1956	69	6	1678.25	6	AC	1956	1	68
234717	36858	00:00.0	2018	18-89-72746053	DI	1984	41	6	231.02	6	CI	1984	1	34
233697	36863	00:00.0	2018	16-119-31981268	AC	NULL	NULL	6	3933.49	6	AC	1948	0	NULL
233652	36863	00:00.0	2017	16-119-31981268	AC	NULL	NULL	6	3933.49	6	AC	1948	0	NULL
233467	36863	00:00.0	2019	16-119-31981268	AC	NULL	NULL	6	3933.49	6	AC	1948	0	NULL
233235	36863	00:00.0	2017	16-119-31981268	AC	NULL	NULL	6	3933.49	6	AC	1948	0	NULL
233310	36863	00:00.0	2015	16-119-31981268	AC	NULL	NULL	6	3933.49	6	AC	1948	0	NULL
233514	36868	00:00.0	2014	16-119-19069848	GA	NULL	NULL	2	323.04	2	GA	1948	0	NULL
233515	36868	00:00.0	2015	16-119-19069848	GA	NULL	NULL	2	323.04	2	GA	1948	0	NULL
233516	36868	00:00.0	2016	16-119-19069848	GA	NULL	NULL	2	323.04	2	GA	1948	0	NULL
237544	36870	30:00.0	2020	16-119-37701326	GA	NULL	NULL	2	103.15	2	GA	1949	0	NULL
234886	36903	00:00.0	2014	18-89-64675285	DI	1994	31	8	567.26	8	DI	1994	1	20
233116	36925	00:00.0	2014	16-119-48410010	DI	2012	13	8	273.94	8	DI	2012	1	2
235586	36965	00:00.0	2014	15-39-190435	PVC	1987	38	8	442.72	8	PVC	1987	1	27
236427	36969	00:00.0	2017	18-319-39507	AC	1961	64	6	1003.86	6	AC	1961	1	56
238400	36969	00:00.0	2021	18-319-39507	AC	1961	64	6	1003.86	6	AC	1961	1	60
238537	36998	30:00.0	2021	16-43-38651	PVC	1987	38	8	177.69	8	PVC	1987	1	34
239632	37004	30:00.0	2023	18-242-38659	AC	1949	76	6	2050.43	6	AC	1949	1	74
234249	37004	00:00.0	2015	18-242-38659	AC	1949	76	6	2050.43	6	AC	1949	1	66
234250	37004	00:00.0	2017	18-242-38659	AC	1949	76	6	2050.43	6	AC	1949	1	68
234251	37004	00:00.0	2018	18-242-38659	AC	1949	76	6	2050.43	6	AC	1949	1	69
234447	37004	00:00.0	2018	18-242-38659	AC	1949	76	6	2050.43	6	AC	1949	1	69
238572	37006	00:00.0	2021	18-336-38661	GA	1946	79	2	425.55	2	GA	1946	1	75
237978	37009	30:00.0	2021	18-109-38666	UNK	NULL	NULL	6	996.74	6	NULL	1982	0	NULL
237784	37009	15:00.0	2020	18-109-38666	UNK	NULL	NULL	6	996.74	6	NULL	1982	0	NULL
233764	37009	00:00.0	2018	18-109-38666	UNK	NULL	NULL	6	996.74	6	NULL	1982	0	NULL
233765	37009	00:00.0	2016	18-109-38666	UNK	NULL	NULL	6	996.74	6	NULL	1982	0	NULL
