ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	PP_INST_DT	Type	BreakYear	BreakDate	ValidBreak	FailureNotes	Failure_ID	BreakAge
9353	6	Cast Iron	1935	Cast Iron	1935	6	1	1935-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9354	4	Cast Iron	1939	Cast Iron	1939	4	1	1939-01-01 00:00:00.000	Distribution	2013	2013-08-12 00:00:00.000	1	Circumferential	2517	74
9355	6	Cast Iron	1935	Cast Iron	1935	6	1	1935-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9356	6	Cast Iron	1939	Cast Iron	1939	6	1	1939-01-01 00:00:00.000	Distribution	2002	2002-09-15 00:00:00.000	1	Weather Conditions, Circumferential	2018	63
9356	6	Cast Iron	1939	Cast Iron	1939	6	1	1939-01-01 00:00:00.000	Distribution	2004	2004-12-21 00:00:00.000	1	Weather Conditions, Circumferential	2151	65
9356	6	Cast Iron	1939	Cast Iron	1939	6	1	1939-01-01 00:00:00.000	Distribution	2008	2008-01-23 00:00:00.000	1	Weather Conditions, Circumferential	2280	69
9356	6	Cast Iron	1939	Cast Iron	1939	6	1	1939-01-01 00:00:00.000	Distribution	2014	2014-01-30 00:00:00.000	1	Weather Conditions	2550	75
9357	10	Cast Iron	1950	Cast Iron	1950	10	1	1950-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9358	10	Cast Iron	1935	Cast Iron	1935	10	1	1935-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9359	6	Cast Iron	1935	unknown	1935	6	1	1935-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9360	2	Galvanized	1939	Galvanized	1939	2	1	1939-01-01 00:00:00.000	Distribution	2003	2003-01-28 00:00:00.000	1	Weather Conditions, Longitudinal	2046	64
9360	2	Galvanized	1939	Galvanized	1939	2	1	1939-01-01 00:00:00.000	Distribution	2003	2003-02-01 00:00:00.000	1	Weather Conditions, Blowout	2050	64
9360	2	Galvanized	1939	Galvanized	1939	2	1	1939-01-01 00:00:00.000	Distribution	2010	2010-04-01 00:00:00.000	1	Corrosion, Circumferential	2396	71
9361	10	Cast Iron	1928	Cast Iron	1928	10	1	1928-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9362	10	Cast Iron	1928	Cast Iron	1928	10	1	1928-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9363	10	Cast Iron	1935	Cast Iron	1935	10	1	1935-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9364	6	Cast Iron	1912	Cast Iron	1912	6	1	1912-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9365	10	Cast Iron	1929	Cast Iron	1929	10	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9366	6	Cast Iron	1928	Cast Iron	1928	6	1	1928-01-01 00:00:00.000	Distribution	2012	2012-01-25 00:00:00.000	1	Weather Conditions, Circumferential	2461	84
9367	10	Cast Iron	1948	Cast Iron	1948	10	1	1948-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9368	8	Cast Iron	1908	Cast Iron	1908	8	1	1908-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9369	6	Cast Iron	1928	Cast Iron	1928	6	1	1928-01-01 00:00:00.000	Distribution	2019	2019-01-24 00:00:00.000	1	Weather Conditions, Circumferential	2768	91
9370	10	Cast Iron	1909	Cast Iron	1909	10	1	1909-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9371	10	Cast Iron	1909	Cast Iron	1909	10	1	1909-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9372	8	Cast Iron	1908	Cast Iron	1908	8	1	1908-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9373	6	Cast Iron	1908	Cast Iron	1908	6	1	1908-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9374	6	Cast Iron	1930	Cast Iron	1930	6	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9375	6	Cast Iron	1909	Ductile Iron	1909	6	1	1909-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9376	8	Cast Iron	1948	Cast Iron	1948	8	1	1948-01-01 00:00:00.000	Distribution	2007	2007-01-03 00:00:00.000	1	Weather Conditions, Circumferential	2234	59
9377	10	Cast Iron	1909	Cast Iron	1909	10	1	1909-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9378	10	Cast Iron	1909	Cast Iron	1909	10	1	1909-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9379	10	Cast Iron	1912	Cast Iron	1912	10	1	1912-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9380	6	Cast Iron	1912	Cast Iron	1912	6	1	1912-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9381	4	Cast Iron	1925	Cast Iron	1925	4	1	1925-01-01 00:00:00.000	Distribution	2011	2011-08-23 00:00:00.000	1	Circum. and Longitudinal	2444	86
9382	10	Cast Iron	1909	Cast Iron	1909	10	1	1909-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9383	6	Cast Iron	1925	Cast Iron	1925	6	1	1925-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9384	4	Cast Iron	1929	Cast Iron	1929	4	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9385	6	Cast Iron	1947	Cast Iron	1947	6	1	1947-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9386	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9387	4	Cast Iron	1929	Cast Iron	1929	4	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9388	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-01-01 00:00:00.000	Distribution	2009	2009-01-17 00:00:00.000	1	Weather Conditions, Circumferential	2343	80
9389	4	Cast Iron	1929	Cast Iron	1929	4	1	1929-01-01 00:00:00.000	Distribution	2020	2020-07-09 00:00:00.000	1	Corrosion, Old Serivce Line	2833	91
9390	6	Asbestos Cement	1930	Asbestos Cement	1925	6	1	1925-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9391	10	Cast Iron	1928	Cast Iron	1928	10	1	1928-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9392	6	Cast Iron	1909	Cast Iron	1909	6	1	1909-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9393	6	Cast Iron	1958	unknown	1958	6	1	1958-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9394	6	Cast Iron	1930	Cast Iron	1930	6	1	1930-01-01 00:00:00.000	Distribution	2005	2005-11-01 00:00:00.000	1	Weather Conditions, Circumferential	2188	75
9395	10	Cast Iron	1928	Cast Iron	1928	10	1	1928-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9396	6	Ductile Iron	2004	Ductile Iron	2004	6	1	2004-01-01 00:00:00.000	Distribution	2003	2003-01-15 00:00:00.000	1	Weather Conditions, Circumferential	2041	-1
9396	6	Ductile Iron	2004	Ductile Iron	2004	6	1	2004-01-01 00:00:00.000	Distribution	2003	2003-03-07 00:00:00.000	1	Weather Conditions, Circumferential	2057	-1
9396	6	Ductile Iron	2004	Ductile Iron	2004	6	1	2004-01-01 00:00:00.000	Distribution	2004	2004-02-07 00:00:00.000	1	Weather Conditions, Circumferential	2097	0
9396	6	Ductile Iron	2004	Ductile Iron	2004	6	1	2004-01-01 00:00:00.000	Distribution	2011	2011-01-24 00:00:00.000	1	Weather Conditions, Circumferential	2433	7
9396	6	Ductile Iron	2004	Ductile Iron	2004	6	1	2004-01-01 00:00:00.000	Distribution	2016	2016-12-28 00:00:00.000	1	Weather Conditions, Circumferential	2672	12
9396	6	Ductile Iron	2004	Ductile Iron	2004	6	1	2004-01-01 00:00:00.000	Distribution	2018	2018-01-23 00:00:00.000	1	Circumferential	2718	14
9397	8	Cast Iron	1938	Ductile Iron	1938	8	1	1938-01-01 00:00:00.000	Distribution	2001	2001-01-29 00:00:00.000	1	Weather Conditions, Longitudinal	1956	63
9397	8	Cast Iron	1938	Ductile Iron	1938	8	1	1938-01-01 00:00:00.000	Distribution	2002	2002-12-10 00:00:00.000	0	Human Error, Circum. and Longitudinal	2034	64
9397	8	Cast Iron	1938	Ductile Iron	1938	8	1	1938-01-01 00:00:00.000	Distribution	2003	2003-07-21 00:00:00.000	0	Human Error, Longitudinal	2067	65
9397	8	Cast Iron	1938	Ductile Iron	1938	8	1	1938-01-01 00:00:00.000	Distribution	2003	2003-08-01 00:00:00.000	1	Corrosion, Longitudinal	2069	65
9398	6	Cast Iron	1935	Cast Iron	1935	6	1	1935-01-01 00:00:00.000	Distribution	2003	2003-01-03 00:00:00.000	0	Human Error, Circumferential	2039	68
9398	6	Cast Iron	1935	Cast Iron	1935	6	1	1935-01-01 00:00:00.000	Distribution	2004	2004-02-05 00:00:00.000	1	Weather Conditions, Circumferential	2095	69
9398	6	Cast Iron	1935	Cast Iron	1935	6	1	1935-01-01 00:00:00.000	Distribution	2004	2004-08-20 00:00:00.000	1	Corrosion, Circumferential	2121	69
9398	6	Cast Iron	1935	Cast Iron	1935	6	1	1935-01-01 00:00:00.000	Distribution	2005	2005-01-20 00:00:00.000	1	Weather Conditions, Circumferential	2161	70
9399	6	Cast Iron	1908	Cast Iron	1908	6	1	1908-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9400	12	Cast Iron	1907	Cast Iron	1907	12	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9401	16	Cast Iron	1907	Cast Iron	1907	16	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9402	16	Cast Iron	1907	Cast Iron	1907	16	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9403	12	Cast Iron	1930	Cast Iron	1930	12	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9404	12	Cast Iron	1930	Cast Iron	1930	12	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9405	12	Cast Iron	1930	Cast Iron	1930	12	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9406	12	Cast Iron	1930	Cast Iron	1930	12	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9407	6	Cast Iron	1930	Cast Iron	1930	6	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9408	6	Cast Iron	1930	Cast Iron	1930	6	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9409	6	Cast Iron	1919	Cast Iron	1919	6	1	1919-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9410	6	Cast Iron	1915	Cast Iron	1915	6	1	1915-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9411	6	Cast Iron	1915	Cast Iron	1915	6	1	1915-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9412	6	Cast Iron	1919	Cast Iron	1919	6	1	1919-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9413	6	Cast Iron	1919	Cast Iron	1919	6	1	1919-01-01 00:00:00.000	Distribution	2007	2007-12-11 00:00:00.000	1	Weather Conditions, Circumferential	2274	88
9414	16	Cast Iron	1919	Cast Iron	1919	16	1	1919-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9415	16	Cast Iron	1919	Cast Iron	1919	16	1	1919-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9416	6	Cast Iron	1907	Cast Iron	1907	6	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9417	6	Cast Iron	1911	Cast Iron	1911	6	1	1911-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9418	6	Cast Iron	1911	Cast Iron	1911	6	1	1911-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9419	6	Cast Iron	1907	Cast Iron	1907	6	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9420	6	Cast Iron	1911	Cast Iron	1911	6	1	1911-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9421	6	Cast Iron	1907	Cast Iron	1907	6	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9422	6	Cast Iron	1907	Cast Iron	1907	6	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9423	6	Cast Iron	1911	Cast Iron	1911	6	1	1911-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9424	6	Cast Iron	1915	Cast Iron	1915	6	1	1915-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9425	6	Cast Iron	1915	Cast Iron	1915	6	1	1915-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9426	6	Cast Iron	1915	Cast Iron	1915	6	1	1915-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9427	6	Cast Iron	1915	Cast Iron	1915	6	1	1915-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9428	6	Cast Iron	1911	Cast Iron	1911	6	1	1911-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9429	6	Cast Iron	1911	Cast Iron	1911	6	1	1911-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9430	6	Cast Iron	1908	Cast Iron	1908	6	1	1908-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9431	6	Cast Iron	1907	Cast Iron	1907	6	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9432	6	Cast Iron	1907	Cast Iron	1907	6	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9433	6	Cast Iron	1916	Cast Iron	1916	6	1	1916-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9434	16	Cast Iron	1907	Cast Iron	1907	16	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9435	16	Cast Iron	1907	Cast Iron	1907	16	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9436	16	Cast Iron	1916	Cast Iron	1916	16	1	1916-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9437	6	Cast Iron	1923	Cast Iron	1923	6	1	1923-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9438	6	Cast Iron	1907	Cast Iron	1907	6	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9439	16	Cast Iron	1916	Cast Iron	1916	16	1	1916-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9440	6	Cast Iron	1932	Cast Iron	1932	6	1	1932-01-01 00:00:00.000	Distribution	2020	2020-12-10 00:00:00.000	1	Weather Conditions, Circumferential	2850	88
9441	6	Cast Iron	1932	Cast Iron	1932	6	1	1932-01-01 00:00:00.000	Distribution	2013	2013-06-09 00:00:00.000	1	Circumferential	2515	81
9442	6	Cast Iron	1928	Cast Iron	1928	6	1	1928-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9443	6	Cast Iron	1959	Ductile Iron	1959	6	1	1959-01-01 00:00:00.000	Distribution	2007	2007-01-21 00:00:00.000	1	Weather Conditions, Circumferential	2237	48
9443	6	Cast Iron	1959	Ductile Iron	1959	6	1	1959-01-01 00:00:00.000	Distribution	2014	2014-01-04 00:00:00.000	1	NULL	2540	55
9444	8	Cast Iron	1928	Cast Iron	1928	8	1	1928-01-01 00:00:00.000	Distribution	1999	1999-10-16 00:00:00.000	1	Weather Conditions, Circumferential	1898	71
9445	6	Cast Iron	1937	Cast Iron	1937	6	1	1937-10-05 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9446	6	Cast Iron	1908	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9447	16	Cast Iron	1908	Cast Iron	NULL	16	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9448	8	Cast Iron	1977	Cast Iron	1977	8	1	1977-09-22 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9449	8	Ductile Iron	2008	Cast Iron	2008	8	1	2008-09-16 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9450	8	Cast Iron	1907	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9451	8	Cast Iron	1908	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9452	8	Cast Iron	1908	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9453	16	Cast Iron	1908	Cast Iron	NULL	16	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9454	6	Cast Iron	1930	Cast Iron	1930	6	1	1930-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9455	6	Cast Iron	1926	Cast Iron	1926	6	1	1926-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9456	6	Cast Iron	1910	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9457	6	Cast Iron	1910	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9458	2	Cast Iron	1931	unknown	1931	2	1	1931-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9459	6	Cast Iron	1919	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9460	6	Cast Iron	1919	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9461	4	Cast Iron	1913	Cast Iron	NULL	4	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9462	16	Cast Iron	1977	Cast Iron	1977	16	1	1977-07-22 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9463	6	Cast Iron	1909	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9464	8	Cast Iron	1977	Cast Iron	1977	8	1	1977-09-22 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9465	8	Cast Iron	1977	Cast Iron	1977	8	1	1977-09-22 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9466	16	Cast Iron	1909	Cast Iron	NULL	16	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9467	6	Cast Iron	1909	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9468	16	Ductile Iron	1965	Ductile Iron	NULL	16	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9469	6	Cast Iron	1907	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9470	6	Cast Iron	1907	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9471	6	Cast Iron	1907	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9472	6	Cast Iron	1915	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9473	6	Cast Iron	1919	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9474	16	Cast Iron	1919	Cast Iron	NULL	16	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9475	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9476	6	Cast Iron	1930	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9477	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9478	6	Ductile Iron	1965	Ductile Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9479	6	Cast Iron	1930	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9480	6	Cast Iron	1935	unknown	1935	6	1	1935-04-12 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9481	6	Cast Iron	1907	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9482	6	Cast Iron	1907	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9483	6	Cast Iron	1907	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9484	6	Cast Iron	1907	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9485	6	Cast Iron	1920	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9486	6	Cast Iron	1921	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9487	6	Cast Iron	1920	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9488	6	Cast Iron	1900	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9489	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-08-30 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9490	6	Cast Iron	1929	Cast Iron	1929	6	1	1929-08-30 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9491	6	Cast Iron	1921	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9492	6	Cast Iron	1905	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9493	8	Cast Iron	1948	Cast Iron	1948	8	1	1948-01-17 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9494	6	Cast Iron	1920	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9495	6	Cast Iron	1920	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9496	8	Cast Iron	1920	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9497	8	Cast Iron	1948	Cast Iron	1948	8	1	1948-01-17 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9498	6	Cast Iron	1920	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9499	6	Cast Iron	1920	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9500	6	Cast Iron	1920	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9501	10	Cast Iron	1920	Cast Iron	NULL	10	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9502	8	Cast Iron	1920	unknown	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9503	16	Cast Iron	1920	Cast Iron	NULL	16	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9504	6	Cast Iron	1920	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9505	12	Cast Iron	1920	Cast Iron	NULL	12	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9506	12	Cast Iron	1920	Cast Iron	NULL	12	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9507	4	Cast Iron	1920	Cast Iron	NULL	4	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9508	6	Cast Iron	1920	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9509	6	Cast Iron	1920	Cast Iron	NULL	6	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9510	8	Cast Iron	1920	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9511	16	Cast Iron	1920	Cast Iron	NULL	16	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9512	8	Cast Iron	1907	Cast Iron	NULL	8	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9513	2	Cast Iron	1926	unknown	NULL	2	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9514	1	Cast Iron	1938	unknown	1938	1	1	1938-10-04 00:00:00.000	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
9515	4	Cast Iron	1957	Cast Iron	NULL	4	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9516	3	Cast Iron	1957	Cast Iron	NULL	3	1	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9517	2	Ductile Iron	1966	unknown	1966	2	1	1966-01-15 00:00:00.000	Service Line	NULL	NULL	NULL	NULL	NULL	NULL
9518	0.75	Cast Iron	1899	unknown	NULL	0.75	0	NULL	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9519	6	Asbestos Cement	1934	Asbestos Cement	1934	6	1	1934-01-01 00:00:00.000	Distribution	2005	2005-11-26 00:00:00.000	1	Weather Conditions, Circumferential	2192	71
9520	6	Asbestos Cement	1935	Asbestos Cement	1935	6	1	1935-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9521	10	Cast Iron	1929	Cast Iron	1929	10	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9522	10	Cast Iron	1938	Cast Iron	1938	10	1	1938-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9523	6	Cast Iron	1932	Cast Iron	1932	6	1	1932-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9524	10	Cast Iron	1929	Cast Iron	1929	10	1	1929-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9525	6	Cast Iron	1926	Cast Iron	1926	6	1	1926-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
9526	6	Cast Iron	1907	Cast Iron	1907	6	1	1907-01-01 00:00:00.000	Distribution	NULL	NULL	NULL	NULL	NULL	NULL
