ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	INSTALLDAT	BreakYear	BreakDate	Failure_ID	BreakAge
23024	8	DI	1987	DI	1987	8	1	1987-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23025	8	PVC	1989	PVC	1989	8	1	1989-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23026	8	PVC	1989	PVC	1989	8	1	1989-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23027	8	PVC	1984	PVC	1984	8	0	1984-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23028	8	PVC	1984	PVC	1984	8	0	1984-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23029	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	2017	2017-05-02 07:43:12.000	1870	57
23029	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	2017	2017-03-14 15:10:17.000	1871	57
23029	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	2014	2014-05-05 15:20:53.000	1872	54
23030	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23031	8	PVC	2003	PVC	2003	8	1	2003-09-15 00:00:00.0000000	NULL	NULL	NULL	NULL
23032	8	PVC	2003	PVC	2003	8	1	2003-09-15 00:00:00.0000000	NULL	NULL	NULL	NULL
23033	6	PVC	1996	PVC	1996	6	1	1996-05-22 00:00:00.0000000	NULL	NULL	NULL	NULL
23034	6	PVC	1996	PVC	1996	6	1	1996-05-22 00:00:00.0000000	NULL	NULL	NULL	NULL
23035	8	PVC	2011	PVC	2011	8	1	2011-01-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23036	8	CI	1960	CI	1960	8	1	1960-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23037	8	PVC	1990	PVC	1990	8	1	1990-01-01 00:00:00.0000000	2016	2016-06-22 14:21:54.000	1873	26
23038	8	PVC	1990	PVC	1990	8	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23039	6	CI	1973	CI	1973	6	1	1973-06-14 00:00:00.0000000	2019	2019-10-17 15:38:35.000	2603	46
23039	6	CI	1973	CI	1973	6	1	1973-06-14 00:00:00.0000000	2016	2016-04-25 07:51:42.000	2604	43
23039	6	CI	1973	CI	1973	6	1	1973-06-14 00:00:00.0000000	2014	2014-09-08 06:59:00.000	2605	41
23040	6	CI	1973	CI	1973	6	1	1973-06-14 00:00:00.0000000	2013	2013-05-23 15:44:12.000	1687	40
23040	6	CI	1973	CI	1973	6	1	1973-06-14 00:00:00.0000000	2020	2020-01-31 12:00:00.000	1688	47
23040	6	CI	1973	CI	1973	6	1	1973-06-14 00:00:00.0000000	2013	2013-09-10 15:53:51.000	1689	40
23040	6	CI	1973	CI	1973	6	1	1973-06-14 00:00:00.0000000	2020	2020-08-17 15:57:07.000	1690	47
23040	6	CI	1973	CI	1973	6	1	1973-06-14 00:00:00.0000000	2017	2017-11-02 07:26:54.000	2891	44
23041	12	PVC	2001	PVC	2001	12	1	2001-07-24 00:00:00.0000000	2015	2015-03-23 07:49:43.000	2428	14
23042	12	PVC	2001	PVC	2001	12	1	2001-07-24 00:00:00.0000000	2014	2014-09-24 07:43:39.000	1489	13
23043	18	DI	1990	DI	1990	18	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23044	18	DI	1990	DI	1990	18	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23045	8	PVC	1998	PVC	1998	8	1	1998-08-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23046	8	PVC	1998	PVC	1998	8	1	1998-08-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23047	12	PVC	2001	PVC	2001	12	1	2001-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23048	12	PVC	2001	PVC	2001	12	1	2001-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23049	8	PVC	2001	PVC	2001	8	1	2001-02-06 00:00:00.0000000	NULL	NULL	NULL	NULL
23050	12	PVC	1998	PVC	1998	12	1	1998-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23051	12	PVC	1998	PVC	1998	12	1	1998-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23052	12	PVC	1998	PVC	1998	12	1	1998-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23053	8	PVC	1990	PVC	1990	8	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23054	8	PVC	1990	PVC	1990	8	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23055	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	2019	2019-02-01 07:30:49.000	2216	59
23055	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	2018	2018-05-03 07:33:38.000	2217	58
23056	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	2022	2022-08-04 14:10:51.000	1490	62
23057	6	PVC	1990	PVC	1990	6	1	1990-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23058	6	PVC	1990	PVC	1990	6	1	1990-06-17 00:00:00.0000000	2020	2020-11-05 12:31:12.000	2052	30
23059	6	PVC	1989	PVC	1989	6	1	1989-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23060	6	PVC	1989	PVC	1989	6	1	1989-06-28 00:00:00.0000000	2020	2020-07-01 15:59:38.000	2053	31
23061	8	PVC	2002	PVC	2002	8	1	2002-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23062	8	PVC	2002	PVC	2002	8	1	2002-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23063	8	PVC	1987	PVC	1987	8	1	1987-01-16 00:00:00.0000000	NULL	NULL	NULL	NULL
23064	6	PVC	1989	PVC	1989	6	1	1989-06-28 00:00:00.0000000	2022	2022-09-08 19:08:42.000	2606	33
23065	6	PVC	1989	PVC	1989	6	1	1989-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23066	12	PVC	1999	PVC	1999	12	1	1999-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23067	6	PVC	1997	PVC	1997	6	1	1997-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23068	6	PVC	1997	PVC	1997	6	1	1997-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23069	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23070	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	2019	2019-02-20 02:23:15.000	1874	59
23070	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	2013	2013-12-13 16:05:47.000	1875	53
23071	8	PVC	1999	PVC	1999	8	1	1999-10-07 00:00:00.0000000	NULL	NULL	NULL	NULL
23072	8	PVC	1999	PVC	1999	8	1	1999-10-07 00:00:00.0000000	NULL	NULL	NULL	NULL
23073	8	PVC	2001	PVC	2001	8	1	2001-09-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23074	6	CI	1970	CI	1970	6	1	1970-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23075	6	CI	1970	CI	1970	6	1	1970-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23076	12	PVC	1999	PVC	1999	12	1	1999-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23077	12	PVC	1999	PVC	1999	12	1	1999-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
23078	6	PVC	1989	PVC	1989	6	1	1989-06-28 00:00:00.0000000	2013	2013-12-13 14:45:23.000	1876	24
23079	6	CI	1960	CI	1960	6	1	1960-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23080	8	PVC	1990	PVC	1990	8	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23081	8	PVC	1990	PVC	1990	8	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23082	8	PVC	1998	PVC	1998	8	1	1998-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23083	8	CI	1970	CI	1970	8	1	1970-01-30 00:00:00.0000000	NULL	NULL	NULL	NULL
23084	8	PVC	2005	PVC	2005	8	1	2005-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
23085	8	PVC	2005	PVC	2005	8	1	2005-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
23086	3	ASB	1970	ASB	1970	3	1	1970-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
23087	3	ASB	1970	ASB	1970	3	1	1970-06-21 00:00:00.0000000	NULL	NULL	NULL	NULL
23088	8	PVC	2006	PVC	2006	8	1	2006-05-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23089	8	PVC	1997	PVC	1997	8	1	1997-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23090	8	PVC	2002	PVC	2002	8	1	2002-06-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23091	12	PVC	1984	PVC	1984	12	1	1984-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23092	12	PVC	1984	PVC	1984	12	1	1984-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23093	8	CI	1960	CI	1960	8	1	1960-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23094	6	PVC	2002	PVC	2002	6	1	2002-01-31 00:00:00.0000000	NULL	NULL	NULL	NULL
23095	6	PVC	2002	PVC	2002	6	1	2002-01-31 00:00:00.0000000	NULL	NULL	NULL	NULL
23096	18	DI	1990	DI	1990	18	1	1990-01-01 00:00:00.0000000	2012	2012-09-18 15:34:47.000	2054	22
23097	8	PVC	1996	PVC	1996	8	1	1996-05-31 00:00:00.0000000	NULL	NULL	NULL	NULL
23098	8	PVC	1996	PVC	1996	8	1	1996-05-31 00:00:00.0000000	NULL	NULL	NULL	NULL
23099	6	CI	1956	CI	1956	6	1	1956-12-31 00:00:00.0000000	NULL	NULL	NULL	NULL
23100	6	CI	1956	CI	1956	6	1	1956-12-31 00:00:00.0000000	NULL	NULL	NULL	NULL
23101	18	CSC	1973	CSC	1973	18	1	1973-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23102	18	CSC	1973	CSC	1973	18	1	1973-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23103	6	PVC	2000	PVC	2000	6	1	2000-07-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23104	6	PVC	2000	PVC	2000	6	1	2000-07-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23105	8	PVC	2005	PVC	2005	8	1	2005-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
23106	8	PVC	2005	PVC	2005	8	1	2005-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL
23107	12	PVC	1984	PVC	1984	12	1	1984-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23108	8	PVC	1987	PVC	1987	8	1	1987-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23109	6	CI	1950	CI	1950	6	1	1950-01-01 00:00:00.0000000	2016	2016-11-07 15:38:32.000	1917	66
23110	18	PVC	1990	PVC	1990	18	1	1990-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23111	8	PVC	2001	PVC	2001	8	1	2001-07-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23112	8	PVC	2001	PVC	2001	8	1	2001-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23113	6	CI	1970	CI	1970	6	1	1970-04-29 00:00:00.0000000	NULL	NULL	NULL	NULL
23114	6	PVC	1992	PVC	1992	6	1	1992-05-27 00:00:00.0000000	NULL	NULL	NULL	NULL
23115	6	PVC	1992	PVC	1992	6	1	1992-05-27 00:00:00.0000000	NULL	NULL	NULL	NULL
23116	8	PVC	2011	PVC	2011	8	1	2011-01-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23117	8	PVC	2011	PVC	2011	8	1	2011-01-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23118	8	PVC	1989	PVC	1989	8	1	1989-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23119	8	PVC	1989	PVC	1989	8	1	1989-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23120	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23121	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23122	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23123	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23124	12	PVC	2019	PVC	2019	12	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23125	12	PVC	2019	PVC	2019	12	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23126	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23127	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23128	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23129	8	PVC	2021	PVC	2021	8	1	2021-04-13 00:00:00.0000000	NULL	NULL	NULL	NULL
23130	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23131	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23132	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23133	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23134	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23135	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23136	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23137	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23138	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23139	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23140	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23141	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23142	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23143	12	PVC	2019	PVC	2019	12	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23144	12	PVC	2019	PVC	2019	12	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23145	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23146	12	PVC	2019	PVC	2019	12	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23147	12	PVC	2019	PVC	2019	12	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23148	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23149	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23150	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23151	8	PVC	2019	PVC	2019	8	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23152	12	PVC	2019	PVC	2019	12	1	2019-12-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23153	8	CI	1956	CI	1956	8	1	1956-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23154	8	PVC	2016	PVC	2016	8	1	2016-03-07 00:00:00.0000000	NULL	NULL	NULL	NULL
23155	6	CI	1955	CI	1955	6	1	1955-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23156	8	CI	1955	CI	1955	8	1	1955-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23157	4	CI	1955	CI	1955	4	1	1955-07-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23158	6	CI	1960	CI	1960	6	1	1960-06-19 00:00:00.0000000	2015	2015-11-23 07:49:12.000	1918	55
23159	6	CI	1960	CI	1960	6	1	1960-06-19 00:00:00.0000000	2015	2015-11-23 07:49:12.000	2464	55
23160	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	2017	2017-08-14 15:46:09.000	2085	67
23161	6	PVC	1985	PVC	1985	6	0	1985-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23162	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	2018	2018-11-15 06:46:37.000	1537	68
23162	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	2013	2013-09-03 08:28:09.000	1538	63
23162	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	2017	2017-08-14 15:46:09.000	1539	67
23162	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	2019	2019-10-23 06:57:51.000	1540	69
23163	6	PVC	1985	PVC	1985	6	0	1985-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23164	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23165	18	CSC	1974	CSC	1974	18	1	1974-02-14 00:00:00.0000000	NULL	NULL	NULL	NULL
23166	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23167	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23168	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23169	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23170	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23171	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23172	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23173	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23174	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23175	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23176	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23177	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23178	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23179	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23180	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23181	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23182	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23183	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23184	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23185	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23186	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23187	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23188	8	PVC	2020	PVC	2020	8	1	2020-02-24 00:00:00.0000000	NULL	NULL	NULL	NULL
23189	8	PVC	2020	PVC	2020	8	1	2020-02-06 00:00:00.0000000	NULL	NULL	NULL	NULL
23190	8	CI	1949	CI	1949	8	1	1949-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23191	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23192	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23193	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	2014	2014-07-18 16:43:40.000	2627	64
23194	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	2023	2023-03-10 15:27:20.000	2465	73
23194	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	2023	2023-03-27 10:27:54.000	2912	73
23195	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23196	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23197	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23198	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23199	6	DI	1981	CI	1981	6	1	1981-08-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23200	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23201	6	PVC	1996	PVC	1996	6	1	1996-06-17 00:00:00.0000000	NULL	NULL	NULL	NULL
23202	4	CI	1970	CI	1970	4	1	1970-06-14 00:00:00.0000000	2014	2014-06-24 14:19:04.000	2628	44
23202	4	CI	1970	CI	1970	4	1	1970-06-14 00:00:00.0000000	2023	2023-01-25 13:35:50.000	2629	53
23203	12	PVC	2003	PVC	2003	12	1	2003-06-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23204	8	PVC	2001	PVC	2001	8	1	2001-09-19 00:00:00.0000000	NULL	NULL	NULL	NULL
23205	8	PVC	2000	PVC	2000	8	1	2000-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23206	8	PVC	2000	PVC	2000	8	1	2000-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23207	8	PVC	2000	PVC	2000	8	1	2000-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23208	8	PVC	2000	PVC	2000	8	1	2000-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23209	8	PVC	2000	PVC	2000	8	1	2000-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23210	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23211	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23212	6	PVC	1989	PVC	1989	6	1	1989-06-28 00:00:00.0000000	NULL	NULL	NULL	NULL
23213	8	PVC	1983	PVC	1983	8	1	1983-05-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23214	8	ASB	1950	ASB	1950	8	1	1950-12-31 00:00:00.0000000	NULL	NULL	NULL	NULL
23215	8	DI	1981	DI	1981	8	1	1981-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23216	8	DI	1981	DI	1981	8	1	1981-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23217	6	PVC	2006	PVC	2006	6	1	2006-05-31 00:00:00.0000000	NULL	NULL	NULL	NULL
23218	6	PVC	2006	PVC	2006	6	1	2006-05-31 00:00:00.0000000	NULL	NULL	NULL	NULL
23219	6	CI	1979	CI	1979	6	1	1979-06-18 00:00:00.0000000	NULL	NULL	NULL	NULL
23220	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23221	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23222	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23223	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23224	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23225	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23226	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23227	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23228	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23229	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23230	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23231	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23232	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23233	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23234	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23235	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23236	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23237	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23238	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23239	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23240	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23241	12	CI	1963	CI	1963	12	1	1963-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23242	12	CI	1963	CI	1963	12	1	1963-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23243	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23244	12	CI	1950	CI	1950	12	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23245	6	CI	1950	CI	1950	6	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23246	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23247	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23248	4	CI	1950	CI	1950	4	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
23249	8	PVC	1989	PVC	1989	8	1	1989-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23250	8	PVC	1989	PVC	1989	8	1	1989-06-12 00:00:00.0000000	NULL	NULL	NULL	NULL
23251	8	CI	1960	CI	1960	8	1	1960-01-01 00:00:00.0000000	2020	2020-05-05 11:58:09.000	1716	60
23252	8	CI	1960	CI	1960	8	1	1960-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23253	8	CI	1960	CI	1960	8	1	1960-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23254	8	CI	1960	CI	1960	8	1	1960-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
23255	8	CI	1950	CI	1950	8	1	1950-07-04 00:00:00.0000000	NULL	NULL	NULL	NULL
