Failure_ID	ID	BreakDate	BreakYear	SourceTxt_ID	Material	InstallYear	Age	RR_Diameter	Length(ft)	OrgDiameter	OrgMaterial	OrgInstallYear	Status	BreakAge
66	5654	00:00.0	2021	105786	PVC200	1978	47	6	1972	6	PVC200	1905	1	43
41	5665	00:00.0	2020	105797	CI	1972	53	2	428.02	2	CI	1905	0	48
112	5665	00:00.0	2022	105797	CI	1972	53	2	428.02	2	CI	1905	0	50
241	5665	00:00.0	2014	NULL	CI	1972	53	2	428.02	2	CI	1905	0	42
26	5670	00:00.0	2020	105802	PVC900	1986	39	8	436.96	8	PVC900	1905	1	34
351	5683	00:00.0	2016	NULL	PVC900	1985	40	6	660.4	6	PVC900	1905	1	31
423	5715	00:00.0	2018	NULL	DI	1973	52	12	1856.6	12	Ductile Iron	1905	1	45
417	5716	00:00.0	2018	NULL	CI	1973	52	8	992.53	8	NULL	1905	1	45
50	5718	00:00.0	2021	105854	CI	1972	53	6	1682	6	CI	1905	1	49
145	5722	00:00.0	2022	105859	CI	1973	52	6	154.16	6	NULL	1905	1	49
388	5722	00:00.0	2017	NULL	CI	1973	52	6	154.16	6	NULL	1905	1	44
431	5731	00:00.0	2018	NULL	PVC	1982	43	8	2053.65	8	NULL	1905	1	36
81	5742	00:00.0	2021	105880	PVC200	1980	45	10	993.95	10	PVC200	1905	1	41
120	5768	00:00.0	2022	105911	PVC900	2006	19	10	2225.44	10	PVC900	1905	1	16
58	5786	00:00.0	2021	105929	PVC200	1986	39	6	518.76	6	PVC200	1900	1	35
408	5800	00:00.0	2018	NULL	PVC200	1986	39	8	277.66	8	PVC200	1900	1	32
365	5803	00:00.0	2017	NULL	PVC200	1990	35	6	1158.64	6	PVC200	1900	1	27
326	5807	00:00.0	2016	NULL	PVC200	1988	37	6	1247.51	6	PVC200	1900	1	28
100	5807	00:00.0	2021	105950	PVC200	1988	37	6	1247.51	6	PVC200	1900	1	33
429	5808	00:00.0	2018	NULL	PVC200	1988	37	6	330.58	6	PVC200	1900	1	30
125	5809	00:00.0	2022	105952	PVC200	1988	37	6	1129.04	6	PVC200	1900	1	34
410	5813	00:00.0	2018	NULL	PVC200	1984	41	6	1204.32	6	PVC200	1900	1	34
59	5815	00:00.0	2021	105958	PVC200	1985	40	8	852.41	8	PVC200	1900	1	36
67	5821	00:00.0	2021	105964	PVC200	1985	40	10	423.86	10	PVC200	1900	1	36
254	5826	00:00.0	2014	NULL	PVC200	1989	36	6	1064.23	6	PVC200	1905	1	25
95	5830	00:00.0	2021	105973	PVC200	1988	37	6	430.87	6	PVC200	1900	1	33
22	5831	00:00.0	2020	105974	PVC200	1988	37	8	1988.68	8	PVC200	1900	1	32
272	5831	00:00.0	2015	NULL	PVC200	1988	37	8	1988.68	8	PVC200	1900	1	27
