ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	InstallDate	BreakYear	BreakDate	Failure_ID	BreakAge
59760	6	CI	1953	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59761	6	CI	1953	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59762	6	CI	1953	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59763	6	CI	1953	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59764	6	CI	1953	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59765	6	CI	1953	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59766	6	CI	1953	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59767	8	CI	1957	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59768	6	CI	1919	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59769	6	CI	1915	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59770	6	CI	1923	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59771	6	CI	1925	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59772	6	CI	1925	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59773	6	CI	1925	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59774	8	DI	1978	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59775	8	DI	1978	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59776	6	DI	1978	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59777	6	DI	1978	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59778	8	DI	1978	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59779	8	DI	1978	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59780	6	DI	1978	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59781	6	DI	1978	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59782	8	DI	1980	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59783	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59784	8	DI	1986	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59785	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59786	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59787	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59788	6	DI	1977	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59789	8	DI	1977	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59790	6	DI	1977	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59791	8	DI	1977	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59792	8	DI	1977	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59793	8	DI	1977	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59794	6	DI	1970	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59795	8	DI	1970	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59796	6	DI	1970	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59797	8	DI	1970	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59798	6	DI	1970	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59799	6	DI	1970	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59800	6	CI	1924	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59801	8	CI	1926	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59802	6	CI	1924	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59803	8	CI	1924	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59804	6	CI	1920	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59805	6	CI	1900	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59806	6	CI	1906	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59807	6	CI	1894	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59808	6	CI	1906	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59809	6	CI	1906	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59810	6	CI	1924	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59811	6	CI	1911	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59812	6	CI	1924	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59813	6	CI	1924	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59814	6	CI	1924	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59815	6	CI	1928	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59816	6	CI	1928	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59817	6	CI	1928	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59818	6	CI	1905	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59819	6	CI	1904	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59820	6	CI	1909	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59821	6	CI	1911	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59822	6	CI	1905	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59823	6	CI	1926	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59824	6	CI	1926	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59825	6	CI	1905	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59826	6	CI	1913	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59827	6	CI	1905	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59828	6	CI	1905	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59829	6	CI	1891	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59830	4	CI	1891	CI	NULL	4	1	NULL	NULL	NULL	NULL	NULL
59831	4	CI	1891	CI	NULL	4	1	NULL	NULL	NULL	NULL	NULL
59832	10	CI	1906	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59833	10	CI	1906	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59834	10	CI	1901	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59835	10	CI	1901	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59836	10	CI	1901	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59837	6	CI	1901	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
59838	10	CI	1884	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59839	8	CI	1901	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59840	8	CI	1901	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59841	20	CI	1901	CI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
59842	10	CI	1894	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59843	10	CI	1894	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59844	10	CI	1894	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59845	10	CI	1894	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59846	6	CI	1895	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59847	6	CI	1895	CI	NULL	6	1	NULL	2014	2014-03-22 00:00:00.000	4029	119
59848	6	CI	1892	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59849	6	CI	1888	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59850	6	CI	1888	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59851	6	CI	1888	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59852	6	CI	1895	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59858	6	CI	1895	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59859	4	CI	1895	CI	NULL	4	1	NULL	NULL	NULL	NULL	NULL
59860	6	CI	1922	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59861	6	CI	1921	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59862	6	CI	1900	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59863	6	CI	1900	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59864	4	CI	1900	DI	NULL	4	0	NULL	NULL	NULL	NULL	NULL
59865	6	CI	1900	CI	NULL	6	1	NULL	2014	2014-01-14 00:00:00.000	4044	114
59866	6	CI	1900	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59867	8	CI	1932	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59868	8	CI	1895	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59869	8	CI	1895	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59875	4	CI	1888	CI	NULL	4	1	NULL	NULL	NULL	NULL	NULL
59876	6	CI	1894	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59877	10	CI	1874	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59878	10	CI	1874	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59879	10	CI	1874	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59880	16	CI	1874	CI	1874	16	1	1874-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
59881	16	CI	1928	CI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
59882	12	DI	1971	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
59883	6	CI	1892	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59884	12	CI	1892	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
59885	12	DI	1971	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
59886	12	CI	1920	CI	NULL	12	1	NULL	2006	2006-04-13 00:00:00.000	4976	86
59887	6	CI	1892	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
59888	6	CI	1890	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59889	8	CI	1890	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59890	12	CI	1890	CI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
59891	12	CI	1890	CI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
59892	8	CI	1890	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59893	8	CI	1890	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59894	8	CI	1890	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59895	8	CI	1900	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59896	8	CI	1890	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59897	6	CI	1890	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
59898	16	CI	1876	CI	1876	16	1	1876-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
59899	12	CI	1889	CI	1889	12	1	1889-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
59900	12	CI	1889	CI	1889	12	1	1889-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
59901	6	CI	1891	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59902	6	CI	1891	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59903	6	CI	1891	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59904	12	CI	1890	CI	1890	12	1	1890-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL
59905	6	CI	1909	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59906	10	CI	1909	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59907	10	CI	1909	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59908	10	CI	1909	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59909	6	CI	1920	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59910	6	CI	1920	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59911	10	CI	1909	CI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
59917	6	CI	1920	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
59918	6	CI	1903	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59919	6	CI	1898	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59920	6	CI	1903	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59921	6	CI	1905	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59922	6	CI	1929	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59923	6	CI	1919	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59924	6	CI	1919	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59925	6	CI	1939	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59926	6	CI	1939	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59927	6	CI	1939	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59928	6	CI	1900	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59929	6	CI	1900	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59930	6	CI	1900	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
59931	6	CI	1913	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59932	6	DI	1978	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59933	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59934	6	DI	1978	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59935	8	DI	1980	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59936	8	DI	1980	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59937	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59938	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59939	8	DI	1980	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59940	8	DI	1980	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59941	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59942	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59943	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59944	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59945	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59946	8	DI	1980	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59947	8	DI	1980	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59948	6	DI	1980	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59949	6	DI	1977	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59950	8	DI	1970	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59951	8	DI	1970	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59952	12	CI	1896	CI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
59953	4	CI	1895	CI	NULL	4	1	NULL	2017	2017-03-31 00:00:00.000	4311	122
59954	4	CI	1891	CI	NULL	4	1	NULL	NULL	NULL	NULL	NULL
59955	4	CI	1891	CI	NULL	4	1	NULL	NULL	NULL	NULL	NULL
59956	6	CI	1881	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59957	6	CI	1881	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59958	6	CI	1905	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59959	6	CI	1905	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59960	6	CI	1889	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59961	6	CI	1889	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59962	6	CI	1895	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59963	6	CI	1920	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59964	6	CI	1920	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
59965	6	CI	1920	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59966	20	CI	1920	CI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
59967	20	CI	1920	CI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
59968	6	CI	1902	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59969	6	CI	1910	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59970	6	CI	1905	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59971	6	CI	1905	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59972	6	CI	1924	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
59973	8	CI	1896	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59974	8	CI	1899	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59975	8	CI	1899	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
59976	6	CI	1927	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59977	6	CI	1927	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59978	6	CI	1927	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59979	12	CI	1908	CI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
59980	12	CI	1908	CI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
59981	6	CI	1923	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59982	6	CI	1915	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59983	6	CI	1922	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59984	6	CI	1922	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59985	6	CI	1896	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59986	6	CI	1895	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59987	6	CI	1895	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
59988	4	DI	1988	DI	NULL	4	1	NULL	NULL	NULL	NULL	NULL
59989	6	CI	1915	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
