ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	InstallDate	BreakYear	BreakDate	Failure_ID	BreakAge
77539	8	CI	1967	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77540	8	DI	1997	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77541	8	DI	1997	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77542	8	DI	1997	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77543	8	DI	1997	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77544	6	DI	1973	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77545	8	DI	2013	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77546	8	DI	2013	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77547	8	DI	2013	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77548	6	DI	2013	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77549	10	DI	2006	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77550	10	DI	2006	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77551	10	DI	2006	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77552	6	DI	2006	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77553	10	DI	2006	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77554	6	DI	2006	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77555	10	DI	2006	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77561	6	DI	2006	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77562	6	DI	2006	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77563	6	DI	2006	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77564	6	DI	2006	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77570	6	DI	2006	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77571	8	DI	1997	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77572	8	DI	1997	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77573	6	DI	1997	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77574	8	DI	1997	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77575	6	DI	1974	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77576	6	DI	1974	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77577	8	DI	1974	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77578	8	DI	1974	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77579	8	DI	1974	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77580	12	DI	1974	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77581	12	DI	1974	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77582	6	DI	1974	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77583	8	DI	1974	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77584	8	DI	1974	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77585	6	DI	1974	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77586	12	DI	1975	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77587	12	DI	1975	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77588	6	DI	1975	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77589	6	DI	1975	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77590	6	DI	1975	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77591	12	DI	1975	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77592	12	DI	1975	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77593	8	DI	1974	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77594	8	DI	1974	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77595	8	DI	1974	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77596	6	DI	1974	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77597	8	DI	1974	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77598	6	DI	1973	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77599	6	DI	1973	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77600	6	DI	2006	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77601	12	DI	2006	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77602	12	DI	2006	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77603	12	DI	2006	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77604	6	DI	2005	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77605	6	DI	1980	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77606	12	DI	1983	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77607	6	DI	1983	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77608	6	DI	1993	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77609	10	DI	2000	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77610	6	DI	2000	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77611	16	DI	2003	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77612	16	DI	2003	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77613	6	DI	2003	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77614	6	DI	2003	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77620	6	DI	2000	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77621	8	PVC	2000	PVC	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77622	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77623	8	DI	2002	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77624	8	DI	2002	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77625	8	DI	2002	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77626	6	DI	1996	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77627	10	DI	1996	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77628	8	DI	2002	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77629	6	DI	1996	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77630	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77631	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77632	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77633	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77634	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77635	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77636	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77637	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77638	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77639	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77640	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77641	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77642	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77643	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77644	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77645	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77646	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77647	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77648	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77649	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77650	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77651	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77652	10	DI	2001	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77653	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77654	20	DI	2001	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
77655	20	DI	2001	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
77656	20	DI	2001	DI	NULL	20	1	NULL	NULL	NULL	NULL	NULL
77657	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77663	16	DI	2001	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77664	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77665	10	DI	1997	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77666	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77667	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77668	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77669	6	DI	1997	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77670	10	DI	1997	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77671	6	DI	1997	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77672	6	DI	1997	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77673	10	DI	1997	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77674	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77675	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77676	10	DI	1997	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77677	6	DI	1997	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77678	10	DI	2001	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77679	10	DI	1997	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77680	8	DI	2001	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77681	8	DI	2001	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77682	10	DI	1997	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77683	8	DI	2006	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77684	10	DI	2001	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77685	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77686	10	DI	2001	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77687	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77688	6	DI	2001	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77689	10	DI	1997	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77690	10	DI	1997	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77691	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77692	10	DI	2001	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77693	10	DI	2001	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77694	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77695	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77696	10	DI	2001	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77697	10	DI	2001	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77698	8	DI	2002	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77704	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77705	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77706	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77707	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77708	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77709	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77710	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77711	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77712	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77713	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77714	12	DI	2007	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77715	6	DI	2007	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77716	12	DI	2007	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77717	12	DI	2007	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77718	12	DI	1981	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77719	12	DI	1981	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77720	12	DI	1981	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77721	10	DI	1981	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77722	12	DI	1981	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77723	12	DI	1981	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77724	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77725	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77726	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77727	6	DI	1993	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77728	10	DI	1993	DI	NULL	10	1	NULL	2011	2011-09-13 00:00:00.000	4661	18
77729	10	DI	1993	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77730	6	DI	1993	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77731	10	DI	1993	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77732	6	DI	1993	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77733	10	DI	1993	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77734	6	DI	1993	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77735	6	DI	1993	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77736	10	DI	1993	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77737	6	DI	1993	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77738	6	DI	1993	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77739	6	CI	1968	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77740	6	CI	1968	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77746	12	DI	1984	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77747	10	DI	1980	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77748	8	DI	1994	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77749	8	DI	1994	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77755	6	DI	1987	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77756	8	DI	1987	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77757	8	DI	1987	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77758	6	DI	1987	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77759	6	DI	1992	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77760	6	DI	1992	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77761	6	DI	1992	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77762	6	DI	1992	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77763	6	DI	1987	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77764	4	DI	1988	DI	NULL	4	0	NULL	NULL	NULL	NULL	NULL
77765	4	DI	1988	DI	NULL	4	0	NULL	NULL	NULL	NULL	NULL
77766	4	DI	1988	DI	NULL	4	0	NULL	NULL	NULL	NULL	NULL
77767	6	DI	1984	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77768	6	DI	1987	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77769	6	DI	2012	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77770	12	DI	2012	DI	1899	12	1	1899-12-30 04:05:00.0000000	NULL	NULL	NULL	NULL
77771	8	DI	2012	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77772	12	DI	2012	DI	2012	12	1	2012-07-12 00:00:00.0000000	NULL	NULL	NULL	NULL
77773	12	DI	2012	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77774	12	DI	1984	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77775	6	DI	1984	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77776	6	DI	1984	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77782	6	DI	1987	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77783	8	DI	1987	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77784	10	DI	1984	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77785	10	DI	1998	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77791	8	DI	1998	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77792	10	DI	1998	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77793	8	DI	1998	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77794	8	DI	1998	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77800	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77801	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77802	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77803	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77804	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77805	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77806	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77807	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77808	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77809	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77810	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77811	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77812	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77813	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77814	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77815	12	DI	1999	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77816	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77817	12	DI	2004	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77818	12	DI	1999	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77819	12	DI	2004	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77820	12	DI	1999	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77821	12	DI	1993	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77822	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77823	12	DI	1999	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77824	12	DI	1999	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77825	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77826	10	DI	1999	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77827	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77828	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77829	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77830	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77831	16	DI	1999	DI	NULL	16	1	NULL	NULL	NULL	NULL	NULL
77832	10	DI	1999	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77833	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77834	6	DI	1999	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77835	6	DI	1999	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77836	6	DI	1999	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77837	8	DI	1986	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77838	6	DI	2004	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77839	6	DI	1970	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77840	8	DI	1970	CI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77841	6	DI	1970	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77842	6	CI	1931	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77843	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77844	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77845	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77846	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77847	6	DI	2002	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77848	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77849	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77850	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77851	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77852	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77853	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77854	12	DI	2002	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77855	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77856	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77857	8	DI	2001	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77858	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77859	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77860	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77861	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77862	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77863	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77864	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77865	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77866	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77867	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77868	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77869	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77870	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77871	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77872	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77873	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77874	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77875	8	DI	2001	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77876	8	DI	2001	DI	NULL	8	0	NULL	NULL	NULL	NULL	NULL
77877	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77878	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77879	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77880	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77881	8	DI	2001	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77882	8	DI	2001	DI	NULL	8	1	NULL	NULL	NULL	NULL	NULL
77883	12	DI	2001	DI	NULL	12	1	NULL	NULL	NULL	NULL	NULL
77884	6	DI	2001	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77885	6	DI	2012	DI	2012	6	1	2012-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL
77891	6	DI	2012	DI	2012	6	1	2012-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL
77892	6	DI	2012	DI	2012	6	0	2012-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL
77893	6	DI	2012	DI	2012	6	0	2012-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL
77894	6	DI	2012	DI	2012	6	1	2012-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL
77895	6	DI	2012	DI	2012	6	1	2012-08-01 00:00:00.0000000	NULL	NULL	NULL	NULL
77896	6	CI	1924	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77897	6	CI	1924	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77898	6	CI	1924	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77899	6	CI	1925	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77900	6	CI	1895	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77901	24	CI	1912	DI	NULL	24	0	NULL	NULL	NULL	NULL	NULL
77902	10	CI	1912	DI	NULL	10	0	NULL	NULL	NULL	NULL	NULL
77908	20	CI	1912	DI	NULL	20	0	NULL	NULL	NULL	NULL	NULL
77909	24	CI	1912	DI	NULL	24	0	NULL	NULL	NULL	NULL	NULL
77914	24	CI	1912	DI	NULL	24	0	NULL	NULL	NULL	NULL	NULL
77915	24	CI	1912	DI	NULL	24	0	NULL	NULL	NULL	NULL	NULL
77916	6	CI	1931	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77917	24	CI	1912	DI	NULL	24	0	NULL	NULL	NULL	NULL	NULL
77918	10	CI	1912	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77919	10	CI	1912	DI	NULL	10	1	NULL	NULL	NULL	NULL	NULL
77920	20	CI	1912	DI	NULL	20	0	NULL	NULL	NULL	NULL	NULL
77921	20	CI	1912	DI	NULL	20	0	NULL	NULL	NULL	NULL	NULL
77922	16	CI	1876	DI	NULL	16	0	NULL	NULL	NULL	NULL	NULL
77923	6	CI	1888	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77924	6	DI	2007	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
77925	6	CI	1923	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77926	6	CI	1911	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77927	6	CI	1911	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77928	6	CI	1910	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77929	6	CI	1923	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77930	6	CI	1923	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL
77931	6	CI	1911	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL
