ID	Diameter	Material	InstallYear	OrgMaterial	OrgDiameter	Status	INSTALL_DATE	BreakYear	BreakDate	Failure_ID	BreakAge
10469	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
10470	6	DI	1981	CI	6	1	1981	NULL	NULL	NULL	NULL
10471	6	DI	1984	CI	6	1	1984	NULL	NULL	NULL	NULL
10472	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
10474	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
10475	6	CI	1950	CI	6	1	1950	NULL	NULL	NULL	NULL
10476	6	CI	1950	CI	6	1	1950	NULL	NULL	NULL	NULL
10477	6	CI	1950	CI	6	1	1950	NULL	NULL	NULL	NULL
10478	6	CI	1950	CI	6	1	1950	NULL	NULL	NULL	NULL
10479	6	CI	1955	CI	6	1	1955	NULL	NULL	NULL	NULL
10480	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
10481	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
10482	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
10483	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
10484	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
10485	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
10486	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
10487	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
10488	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
10489	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
10490	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
10491	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
10492	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
10493	8	CI	1972	CI	8	1	1972	NULL	NULL	NULL	NULL
10494	6	CI	1967	CI	6	1	1967	NULL	NULL	NULL	NULL
10495	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
10496	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
10497	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10498	10	DI	1985	DI	10	1	1985	NULL	NULL	NULL	NULL
10499	6	CI	1957	CI	6	1	1957	NULL	NULL	NULL	NULL
10500	8	CI	1979	CI	8	1	1979	NULL	NULL	NULL	NULL
10501	8	CI	1980	CI	8	1	1980	NULL	NULL	NULL	NULL
10502	8	DI	1970	DI	8	1	1970	NULL	NULL	NULL	NULL
10503	8	DI	1973	DI	8	1	1973	NULL	NULL	NULL	NULL
10504	6	DI	1972	DI	6	1	1972	NULL	NULL	NULL	NULL
10505	8	DI	2003	DI	8	1	2003	NULL	NULL	NULL	NULL
10506	6	CI	1951	CI	6	1	1951	NULL	NULL	NULL	NULL
10507	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10508	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
10509	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
10510	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10511	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10512	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10513	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
10514	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10515	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
10516	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10517	6	PVC	1988	PVC	6	1	1988	NULL	NULL	NULL	NULL
10518	6	PVC	1988	PVC	6	1	1988	NULL	NULL	NULL	NULL
10519	6	PVC	1988	PVC	6	1	1988	NULL	NULL	NULL	NULL
10520	6	PVC	1988	PVC	6	1	1988	NULL	NULL	NULL	NULL
10521	6	DI	1984	CI	6	1	1984	NULL	NULL	NULL	NULL
10522	6	CI	1951	CI	6	1	1951	NULL	NULL	NULL	NULL
10523	6	CI	1954	CI	6	1	1954	NULL	NULL	NULL	NULL
10524	6	DI	2007	DI	6	1	2007	NULL	NULL	NULL	NULL
10525	6	CI	1951	CI	6	1	1951	2018	2018-09-02 00:00:00.000	236680	67
10526	6	CI	1953	CI	6	1	1953	NULL	NULL	NULL	NULL
10527	6	DI	2003	DI	6	1	2003	NULL	NULL	NULL	NULL
10528	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
10529	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10530	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10531	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
10532	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
10533	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10534	8	DI	1984	CI	8	1	1984	NULL	NULL	NULL	NULL
10535	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10536	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
10537	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10538	8	CI	1971	CI	8	1	1971	NULL	NULL	NULL	NULL
10541	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
10543	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
10544	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10545	12	DI	1999	DI	12	1	1999	NULL	NULL	NULL	NULL
10546	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
10547	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
10548	6	DI	2003	DI	6	1	2003	NULL	NULL	NULL	NULL
10549	6	DI	2003	DI	6	1	2003	NULL	NULL	NULL	NULL
10550	6	DI	2003	DI	6	1	2003	NULL	NULL	NULL	NULL
10551	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10552	6	CI	1910	CI	6	1	UNK	NULL	NULL	NULL	NULL
10553	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
10554	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
10555	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
10556	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
10557	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10558	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
10559	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10560	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
10561	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
10562	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
10563	6	DI	1973	DI	6	1	1973	NULL	NULL	NULL	NULL
10564	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
10565	6	DI	2007	DI	6	1	2007-2	NULL	NULL	NULL	NULL
10566	6	CI	1952	CI	6	1	1952	NULL	NULL	NULL	NULL
10567	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
10568	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10569	6	AC	1968	AC	6	1	1968	NULL	NULL	NULL	NULL
10570	6	AC	1968	AC	6	1	1968	NULL	NULL	NULL	NULL
10571	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10572	6	AC	1968	AC	6	1	1968	NULL	NULL	NULL	NULL
10573	8	DI	1980	DI	8	1	1980	NULL	NULL	NULL	NULL
10574	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10575	6	CI	1958	CI	6	1	1958	NULL	NULL	NULL	NULL
10576	6	DI	1984	CI	6	1	1984	NULL	NULL	NULL	NULL
10577	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
10578	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
10579	6	DI	1976	DI	6	1	1976	NULL	NULL	NULL	NULL
10580	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10581	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10582	6	CI	1957	CI	6	1	1957	NULL	NULL	NULL	NULL
10583	6	DI	1992	DI	6	1	1992	NULL	NULL	NULL	NULL
10584	6	CI	1967	CI	6	1	1967	NULL	NULL	NULL	NULL
10585	6	CI	1967	CI	6	1	1967	NULL	NULL	NULL	NULL
10586	6	DI	1977	DI	6	1	1977	NULL	NULL	NULL	NULL
10587	6	CI	1955	CI	6	1	1955	NULL	NULL	NULL	NULL
10588	4	DI	1994	DI	4	1	1994	NULL	NULL	NULL	NULL
10589	4	DI	1994	DI	4	1	1994	NULL	NULL	NULL	NULL
10590	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
10591	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
10592	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
10593	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
10594	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
10595	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
10596	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
10597	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
10598	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
10599	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
10600	8	DI	1991	DI	8	1	1991	NULL	NULL	NULL	NULL
10601	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10602	6	PVC	1983	PVC	6	1	1983	NULL	NULL	NULL	NULL
10603	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10604	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10605	6	DI	1993	DI	6	1	1993	NULL	NULL	NULL	NULL
10606	8	DI	1981	CI	8	1	1981	NULL	NULL	NULL	NULL
10607	8	DI	1983	CI	8	1	1983	NULL	NULL	NULL	NULL
10608	8	PVC	1983	PVC	8	1	1983	2024	2024-06-12 01:00:00.000	237189	41
10609	8	PVC	1983	PVC	8	1	1983	NULL	NULL	NULL	NULL
10610	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
10611	24	DI	2000	DI	24	1	2000	NULL	NULL	NULL	NULL
10612	6	DI	2000	DI	6	1	2000	NULL	NULL	NULL	NULL
10613	6	DI	1980	DI	6	1	1980	NULL	NULL	NULL	NULL
10614	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
10615	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
10616	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
10617	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
10618	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
10619	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
10620	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
10621	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
10622	6	DI	1990	DI	6	1	1990	NULL	NULL	NULL	NULL
10623	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
10624	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
10625	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
10629	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10631	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
10632	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
10633	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
10634	6	AC	1964	AC	6	1	1964	2021	2021-03-30 05:00:00.000	237999	57
10635	6	AC	1964	AC	6	1	1964	NULL	NULL	NULL	NULL
10636	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10637	6	AC	1964	AC	6	1	1964	NULL	NULL	NULL	NULL
10638	6	CI	1978	CI	6	1	1978	NULL	NULL	NULL	NULL
10639	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10640	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10641	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10642	8	DI	2010	DI	8	1	2010	NULL	NULL	NULL	NULL
10643	8	DI	2010	DI	8	1	2010	NULL	NULL	NULL	NULL
10644	8	DI	2010	DI	8	1	2010	NULL	NULL	NULL	NULL
10645	6	AC	1970	AC	6	1	1970	NULL	NULL	NULL	NULL
10646	6	AC	1970	AC	6	1	1970	2018	2018-07-01 00:00:00.000	235369	48
10647	6	AC	1970	AC	6	1	1970	NULL	NULL	NULL	NULL
10649	6	AC	1970	AC	6	1	1970	NULL	NULL	NULL	NULL
10650	2	DI	1970	PVC	2	1	1970	NULL	NULL	NULL	NULL
10651	6	AC	1970	AC	6	1	1970	NULL	NULL	NULL	NULL
10652	6	AC	1970	AC	6	1	1970	NULL	NULL	NULL	NULL
10653	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
10654	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
10655	6	CI	1968	CI	6	1	1968	2023	2023-06-22 07:00:00.000	239852	55
10656	7	UNK	1900	NULL	NULL	1	NULL	NULL	NULL	NULL	NULL
10657	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10658	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
10659	4	DI	1989	DI	4	1	1989	NULL	NULL	NULL	NULL
10660	6	DI	2009	DI	6	1	2009	NULL	NULL	NULL	NULL
10661	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
10662	6	DI	2009	CI	6	1	2009	NULL	NULL	NULL	NULL
10663	6	DI	2009	CI	6	1	2009	NULL	NULL	NULL	NULL
10664	8	DI	2009	DI	8	1	2009	2015	2015-06-23 00:00:00.000	232738	6
10665	6	DI	2009	CI	6	1	2009	NULL	NULL	NULL	NULL
10666	8	DI	2009	DI	8	1	2009	NULL	NULL	NULL	NULL
10669	6	AC	1960	AC	6	1	1960	NULL	NULL	NULL	NULL
10670	6	AC	1961	AC	6	1	1961	NULL	NULL	NULL	NULL
10671	6	AC	1962	AC	6	1	1962	NULL	NULL	NULL	NULL
10672	6	AC	1963	AC	6	1	1963	NULL	NULL	NULL	NULL
10673	6	AC	1962	AC	6	1	1962	NULL	NULL	NULL	NULL
10674	6	AC	1967	AC	6	1	1967	NULL	NULL	NULL	NULL
10676	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10677	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10678	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10679	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
10680	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10681	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10683	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
10684	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
10685	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
10686	6	DI	1995	DI	6	1	1995	NULL	NULL	NULL	NULL
10687	6	DI	1995	DI	6	1	1995	NULL	NULL	NULL	NULL
10688	6	DI	1995	DI	6	1	1995	NULL	NULL	NULL	NULL
10689	6	DI	1995	DI	6	1	1995	NULL	NULL	NULL	NULL
10690	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
10692	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
10693	6	DI	2006	DI	6	1	2006	NULL	NULL	NULL	NULL
10694	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
10696	6	AC	1972	AC	6	1	1972	NULL	NULL	NULL	NULL
10697	6	AC	1972	AC	6	1	1972	NULL	NULL	NULL	NULL
10700	30	PCCP	1963	PVC	30	1	1963	NULL	NULL	NULL	NULL
10701	6	CI	1946	CI	6	1	1946	NULL	NULL	NULL	NULL
10702	6	CI	1946	CI	6	1	1946	NULL	NULL	NULL	NULL
10703	8	DI	2009	DI	8	1	2009	NULL	NULL	NULL	NULL
10704	6	DI	2009	DI	6	1	2009	NULL	NULL	NULL	NULL
10706	8	DI	2009	DI	8	1	2009	NULL	NULL	NULL	NULL
10707	6	DI	2009	DI	6	1	2009	NULL	NULL	NULL	NULL
10708	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10710	6	DI	2009	DI	6	1	2009	NULL	NULL	NULL	NULL
10711	6	DI	2009	CI	6	1	2009	NULL	NULL	NULL	NULL
10712	8	DI	2009	DI	8	1	2009	NULL	NULL	NULL	NULL
10713	6	DI	2009	DI	6	1	2009	NULL	NULL	NULL	NULL
10714	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10715	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10716	8	DI	1987	DI	8	1	1987	2021	2021-04-01 01:00:00.000	238003	34
10716	8	DI	1987	DI	8	1	1987	2021	2021-04-03 03:00:00.000	238010	34
10716	8	DI	1987	DI	8	1	1987	2021	2021-04-04 09:00:00.000	238012	34
10717	12	DI	2001	DI	12	1	2001	NULL	NULL	NULL	NULL
10720	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10721	8	DI	1979	DI	8	1	1979	NULL	NULL	NULL	NULL
10722	10	CI	1946	CI	10	1	PRE1946	NULL	NULL	NULL	NULL
10723	6	CI	1946	CI	6	1	PRE1946	2018	2018-07-30 00:00:00.000	235094	72
10723	6	CI	1946	CI	6	1	PRE1946	2018	2018-02-20 00:00:00.000	235095	72
10724	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10725	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10726	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10727	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10728	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10729	6	CI	1976	CI	6	1	1976	NULL	NULL	NULL	NULL
10730	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10731	8	PVC	1994	PVC	8	1	1994	2020	2020-09-13 01:00:00.000	237521	26
10731	8	PVC	1994	PVC	8	1	1994	2022	2022-04-30 03:30:00.000	238919	28
10732	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10733	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10734	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10735	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
10736	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
10737	8	DI	1979	DI	8	1	1979	NULL	NULL	NULL	NULL
10738	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
10739	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
10740	6	DI	1978	DI	6	1	1978	NULL	NULL	NULL	NULL
10743	16	DI	1978	DI	16	1	1978	NULL	NULL	NULL	NULL
10745	16	DI	1978	DI	16	1	1978	NULL	NULL	NULL	NULL
10746	20	DI	1974	DI	20	1	1974	NULL	NULL	NULL	NULL
10747	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
10749	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10751	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10752	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10754	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10756	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10759	6	DI	2008	DI	6	1	2008	NULL	NULL	NULL	NULL
10760	6	DI	2008	DI	6	1	2008	NULL	NULL	NULL	NULL
10761	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
10763	12	DI	2002	DI	12	1	2002	NULL	NULL	NULL	NULL
10764	12	DI	2002	DI	12	1	2002	NULL	NULL	NULL	NULL
10766	12	DI	2002	DI	12	1	2002	2023	2023-09-26 01:00:00.000	240056	21
10767	12	DI	2002	DI	12	1	2002	NULL	NULL	NULL	NULL
10769	6	CI	1960	CI	6	1	1960	NULL	NULL	NULL	NULL
10770	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
10771	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
10772	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10774	16	CI	1963	DI	16	1	1963	NULL	NULL	NULL	NULL
10775	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10776	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
10777	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
10778	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10779	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10780	4	CI	1910	CI	4	1	NULL	NULL	NULL	NULL	NULL
10781	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10782	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10783	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10784	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
10785	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10786	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
10787	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10788	8	DI	2006	DI	8	1	2006	NULL	NULL	NULL	NULL
10789	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
10790	6	DI	2005	DI	6	1	2005	NULL	NULL	NULL	NULL
10791	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10792	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
10793	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
10795	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
10796	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
10797	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
10798	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
10799	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10801	12	DI	1999	DI	12	1	1999	NULL	NULL	NULL	NULL
10807	8	DI	1990	DI	8	1	1990	NULL	NULL	NULL	NULL
10808	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10809	8	DI	1990	DI	8	1	1990	NULL	NULL	NULL	NULL
10810	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10815	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10817	8	DI	2005	DI	8	1	2005	2020	2020-09-27 03:30:00.000	237552	15
10817	8	DI	2005	DI	8	1	2005	2021	2021-08-20 01:00:00.000	238352	16
10818	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
10819	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
10820	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10821	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
10822	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10824	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10825	6	CI	1955	CI	6	1	1955	NULL	NULL	NULL	NULL
10826	8	CI	1970	CI	8	1	POST1970	NULL	NULL	NULL	NULL
10827	8	PVC	1980	PVC	8	1	PVC	NULL	NULL	NULL	NULL
10828	6	DI	1986	CI	6	1	1986	NULL	NULL	NULL	NULL
10830	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10831	6	DI	1986	CI	6	1	1986	2019	2019-02-16 00:00:00.000	234867	33
10832	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10833	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10834	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10835	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10836	8	DI	1994	DI	8	1	1994	2018	2018-04-18 00:00:00.000	233844	24
10836	8	DI	1994	DI	8	1	1994	2020	2020-05-20 05:30:00.000	237310	26
10836	8	DI	1994	DI	8	1	1994	2020	2020-05-26 09:00:00.000	237326	26
10836	8	DI	1994	DI	8	1	1994	2021	2021-03-14 02:30:00.000	237910	27
10837	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
10839	8	PVC	1987	PVC	8	1	1987	2014	2014-12-27 00:00:00.000	235274	27
10839	8	PVC	1987	PVC	8	1	1987	2018	2018-07-04 00:00:00.000	235275	31
10839	8	PVC	1987	PVC	8	1	1987	2017	2017-09-21 00:00:00.000	235276	30
10840	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10841	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10842	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10843	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10844	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10845	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10846	6	CI	1958	CI	6	1	PRE1958	2020	2020-11-19 07:00:00.000	237696	62
10846	6	CI	1958	CI	6	1	PRE1958	2023	2023-12-21 10:00:00.000	240298	65
10847	6	CI	1959	CI	6	1	1959	NULL	NULL	NULL	NULL
10848	6	CI	1958	CI	6	1	PRE1958	NULL	NULL	NULL	NULL
10849	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
10850	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10851	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10852	8	DI	1965	DI	8	1	UNK	2024	2024-02-08 01:00:00.000	240425	59
10853	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10854	6	CI	1966	CI	6	1	1966	NULL	NULL	NULL	NULL
10855	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10856	16	DI	2003	DI	16	1	2003	2017	2017-02-14 00:00:00.000	233613	14
10857	16	DI	2003	DI	16	1	2003	NULL	NULL	NULL	NULL
10859	6	DI	2007	CI	6	1	2007	NULL	NULL	NULL	NULL
10860	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
10861	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
10863	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
10865	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
10867	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
10869	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10870	6	CI	1969	CI	6	1	1969	NULL	NULL	NULL	NULL
10871	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10872	8	DI	2006	DI	8	1	2006	NULL	NULL	NULL	NULL
10873	24	DI	1996	DI	24	1	1996	NULL	NULL	NULL	NULL
10875	24	DI	1996	DI	24	1	1996	NULL	NULL	NULL	NULL
10877	12	DI	2003	DI	12	1	2003	NULL	NULL	NULL	NULL
10879	12	DI	2003	DI	12	1	2003	NULL	NULL	NULL	NULL
10882	6	PVC	1987	PVC	6	1	1987	NULL	NULL	NULL	NULL
10887	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
