ID	Diameter	Material	InstallYear	OrgMaterial	OrgDiameter	Status	INSTALL_DATE	BreakYear	BreakDate	Failure_ID	BreakAge
10889	10	CI	1946	CI	10	1	PRE1946	NULL	NULL	NULL	NULL
10890	2	GA	1910	GA	2	1	1910	NULL	NULL	NULL	NULL
10891	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10892	10	CI	1946	CI	10	1	PRE1946	2017	2017-11-20 00:00:00.000	234742	71
10892	10	CI	1946	CI	10	1	PRE1946	2018	2018-06-01 00:00:00.000	234743	72
10894	12	CI	1965	CI	12	1	1965	NULL	NULL	NULL	NULL
10895	12	CI	1965	CI	12	1	1965	NULL	NULL	NULL	NULL
10896	12	DI	1971	DI	12	1	1971	NULL	NULL	NULL	NULL
10898	12	DI	1971	DI	12	1	1971	2016	2016-01-05 00:00:00.000	233051	45
10900	6	DI	2007	DI	6	1	2007	NULL	NULL	NULL	NULL
10901	6	DI	2007	DI	6	1	2007	NULL	NULL	NULL	NULL
10905	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
10906	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
10907	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
10908	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
10910	16	DI	1988	DI	16	1	1988	NULL	NULL	NULL	NULL
10913	20	DI	1974	DI	20	1	1974	NULL	NULL	NULL	NULL
10915	8	CI	1955	CI	8	1	1955	NULL	NULL	NULL	NULL
10916	8	CI	1955	CI	8	1	1955	NULL	NULL	NULL	NULL
10918	12	DI	2003	DI	12	1	2003	NULL	NULL	NULL	NULL
10920	12	DI	2003	DI	12	1	2003	NULL	NULL	NULL	NULL
10922	8	DI	2006	DI	8	1	2006	NULL	NULL	NULL	NULL
10923	6	DI	2006	DI	6	1	2006	NULL	NULL	NULL	NULL
10924	20	DI	1974	DI	20	1	1974	NULL	NULL	NULL	NULL
10927	8	DI	2006	DI	8	1	2006	NULL	NULL	NULL	NULL
10928	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
10930	6	CI	1910	CI	6	1	1910	NULL	NULL	NULL	NULL
10931	10	CI	1910	CI	10	1	1910	NULL	NULL	NULL	NULL
10932	6	CI	1910	CI	6	1	1910	NULL	NULL	NULL	NULL
10933	6	CI	1910	CI	6	1	1910	NULL	NULL	NULL	NULL
10934	2	GA	1910	GA	2	1	1910	2014	2014-08-23 00:00:00.000	234687	104
10935	10	DI	1988	DI	10	1	1988	NULL	NULL	NULL	NULL
10936	10	DI	1988	DI	10	1	1988	NULL	NULL	NULL	NULL
10937	30	DI	1983	DI	30	1	1983	NULL	NULL	NULL	NULL
10939	8	DI	1983	DI	8	1	1983	NULL	NULL	NULL	NULL
10940	8	DI	1983	DI	8	1	1983	NULL	NULL	NULL	NULL
10942	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
10945	12	CI	1965	CI	12	1	1965	NULL	NULL	NULL	NULL
10947	12	DI	1973	DI	12	1	1973	NULL	NULL	NULL	NULL
10948	12	DI	1973	DI	12	1	1973	NULL	NULL	NULL	NULL
10949	12	DI	1973	DI	12	1	1973	NULL	NULL	NULL	NULL
10950	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
10952	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
10953	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
10958	6	CI	1980	CI	6	1	1980	NULL	NULL	NULL	NULL
10959	6	DI	2008	CI	6	1	2008	NULL	NULL	NULL	NULL
10960	8	DI	2008	DI	8	1	2008	2021	2021-01-06 09:00:00.000	237833	13
10962	12	DI	1999	DI	12	1	1999	NULL	NULL	NULL	NULL
10964	6	DI	2007	DI	6	1	2007	NULL	NULL	NULL	NULL
10965	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10967	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10969	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
10971	12	DI	2000	DI	12	1	2000	NULL	NULL	NULL	NULL
10972	12	DI	2000	DI	12	1	2000	NULL	NULL	NULL	NULL
10974	12	DI	2000	DI	12	1	2000	NULL	NULL	NULL	NULL
10976	36	DI	2000	DI	36	1	2000	NULL	NULL	NULL	NULL
10977	6	DI	2003	DI	6	1	2003	NULL	NULL	NULL	NULL
10978	6	CI	1970	CI	6	1	1970	NULL	NULL	NULL	NULL
10979	6	CI	1970	CI	6	1	1970	2023	2023-10-06 05:30:00.000	240087	53
10981	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
10984	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
10985	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
10987	30	DI	1983	DI	30	1	1983	NULL	NULL	NULL	NULL
10989	10	DI	1994	DI	10	1	1994	NULL	NULL	NULL	NULL
10990	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10991	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
10992	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10993	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
10994	6	CI	1948	CI	6	1	1948	NULL	NULL	NULL	NULL
10995	8	CI	1967	CI	8	1	1967	NULL	NULL	NULL	NULL
10996	6	CI	1967	CI	6	1	1967	NULL	NULL	NULL	NULL
10997	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
10998	8	DI	1965	DI	8	1	DI	NULL	NULL	NULL	NULL
11005	6	AC	1964	AC	6	1	1964	2017	2017-06-06 00:00:00.000	235887	53
11006	6	CI	1978	CI	6	1	1978	NULL	NULL	NULL	NULL
11007	6	AC	1954	AC	6	1	1954	NULL	NULL	NULL	NULL
11008	6	AC	1948	AC	6	1	1948	NULL	NULL	NULL	NULL
11011	12	DI	1999	DI	12	1	1999	NULL	NULL	NULL	NULL
11013	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
11014	6	CI	1965	CI	6	1	1965	NULL	NULL	NULL	NULL
11015	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
11016	8	DI	1999	DI	8	1	1999	2021	2021-05-05 10:30:00.000	238027	22
11018	12	DI	1988	DI	12	1	1988	NULL	NULL	NULL	NULL
11019	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
11020	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
11022	8	DI	2005	DI	8	1	2005	2016	2016-12-19 00:00:00.000	233566	11
11023	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
11024	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
11025	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11026	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
11027	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
11028	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11029	6	CI	1910	CI	6	1	NULL	2018	2018-04-01 00:00:00.000	233056	108
11031	6	DI	1987	DI	6	1	1987	NULL	NULL	NULL	NULL
11033	6	AC	1962	AC	6	1	1962	2014	2014-06-23 00:00:00.000	234191	52
11033	6	AC	1962	AC	6	1	1962	2023	2023-06-02 05:30:00.000	239826	61
11036	8	DI	2006	DI	8	1	2006	NULL	NULL	NULL	NULL
11037	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
11038	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
11039	6	DI	2006	DI	6	1	2006	NULL	NULL	NULL	NULL
11040	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
11041	8	DI	1997	DI	8	1	1997	NULL	NULL	NULL	NULL
11043	6	CI	1947	CI	6	1	1947	NULL	NULL	NULL	NULL
11044	2	DI	1965	DI	2	1	DI	NULL	NULL	NULL	NULL
11045	6	CI	1974	CI	6	1	1974	NULL	NULL	NULL	NULL
11046	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11047	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11048	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
11049	6	DI	2008	DI	6	1	2008	NULL	NULL	NULL	NULL
11050	4	DI	2008	DI	4	1	2008	NULL	NULL	NULL	NULL
11051	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11052	2	GA	1962	GA	2	1	1962	NULL	NULL	NULL	NULL
11054	2	GA	1955	GA	2	1	1955	NULL	NULL	NULL	NULL
11055	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
11057	6	AC	1954	AC	6	1	1954	NULL	NULL	NULL	NULL
11058	6	AC	1954	AC	6	1	1954	NULL	NULL	NULL	NULL
11059	6	AC	1954	AC	6	1	1954	NULL	NULL	NULL	NULL
11060	6	AC	1954	AC	6	1	1954	NULL	NULL	NULL	NULL
11061	6	AC	1954	AC	6	1	1954	NULL	NULL	NULL	NULL
11064	6	AC	1954	AC	6	1	1954	NULL	NULL	NULL	NULL
11065	6	AC	1954	AC	6	1	1954	2017	2017-06-11 00:00:00.000	236244	63
11066	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
11067	6	DI	2000	DI	6	1	2000	NULL	NULL	NULL	NULL
11068	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
11072	2	GA	1943	GA	2	1	PRE1943	NULL	NULL	NULL	NULL
11073	6	CI	1946	CI	6	1	PRE1946	NULL	NULL	NULL	NULL
11074	6	CI	1946	CI	6	1	PRE1946	NULL	NULL	NULL	NULL
11075	8	DI	1979	DI	8	1	1979	NULL	NULL	NULL	NULL
11077	8	DI	1988	DI	8	1	1988	NULL	NULL	NULL	NULL
11079	6	DI	1998	DI	6	1	1998	NULL	NULL	NULL	NULL
11080	6	CI	1962	CI	6	1	1962	NULL	NULL	NULL	NULL
11081	6	CI	1962	CI	6	1	1962	NULL	NULL	NULL	NULL
11082	6	DI	1965	DI	6	1	UNKNOWN	NULL	NULL	NULL	NULL
11083	12	CI	1962	CI	12	1	1962	NULL	NULL	NULL	NULL
11084	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11085	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
11086	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
11088	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
11089	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
11091	6	DI	1972	DI	6	1	1972	NULL	NULL	NULL	NULL
11092	2	GA	1960	GA	2	1	1960	NULL	NULL	NULL	NULL
11093	2	GA	1963	GA	2	1	1963	NULL	NULL	NULL	NULL
11094	6	CI	1963	CI	6	1	1963	2022	2022-08-13 09:00:00.000	239172	59
11095	6	CI	1960	CI	6	1	1960	NULL	NULL	NULL	NULL
11100	6	CI	1962	CI	6	1	1962	NULL	NULL	NULL	NULL
11103	8	DI	2003	DI	8	1	2003	NULL	NULL	NULL	NULL
11104	6	AC	1954	AC	6	1	1954	NULL	NULL	NULL	NULL
11105	6	AC	1957	AC	6	1	1957	NULL	NULL	NULL	NULL
11106	8	CI	1973	CI	8	1	1973	2021	2021-05-04 02:30:00.000	237996	48
11108	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
11110	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
11112	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
11114	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
11115	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
11117	8	CI	1973	CI	8	1	1973	NULL	NULL	NULL	NULL
11118	6	CI	1910	CI	6	1	1910	NULL	NULL	NULL	NULL
11119	8	DI	2001	CI	8	1	2001	NULL	NULL	NULL	NULL
11120	8	CI	1943	CI	8	1	PRE1943	NULL	NULL	NULL	NULL
11121	6	CI	1951	CI	6	1	1951	NULL	NULL	NULL	NULL
11122	30	DI	1983	DI	30	1	1983	NULL	NULL	NULL	NULL
11123	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11124	8	DI	1983	DI	8	1	1983	2024	2024-06-17 01:30:00.000	237198	41
11126	30	DI	1983	DI	30	1	1983	NULL	NULL	NULL	NULL
11128	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
11129	8	DI	1993	DI	8	1	1993	NULL	NULL	NULL	NULL
11131	30	DI	1983	DI	30	1	1983	NULL	NULL	NULL	NULL
11132	6	DI	1985	DI	6	1	1985	NULL	NULL	NULL	NULL
11134	8	AC	1966	AC	8	1	1966	NULL	NULL	NULL	NULL
11140	6	DI	1974	DI	6	1	1974	NULL	NULL	NULL	NULL
11141	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
11142	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11143	8	DI	1992	DI	8	1	1992	2019	2019-01-27 00:00:00.000	235166	27
11143	8	DI	1992	DI	8	1	1992	2018	2018-09-03 00:00:00.000	235167	26
11143	8	DI	1992	DI	8	1	1992	2018	2018-11-03 00:00:00.000	235168	26
11144	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
11145	6	AC	1964	AC	6	1	1964	2019	2019-03-19 00:00:00.000	233374	55
11146	6	AC	1964	AC	6	1	1964	NULL	NULL	NULL	NULL
11148	8	DI	2003	DI	8	1	2003	NULL	NULL	NULL	NULL
11151	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
11152	12	DI	1975	DI	12	1	1975	NULL	NULL	NULL	NULL
11154	12	DI	1975	DI	12	1	1975	NULL	NULL	NULL	NULL
11155	12	DI	1975	DI	12	1	1975	NULL	NULL	NULL	NULL
11156	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11157	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11158	8	PVC	1986	PVC	8	1	1986	2017	2017-01-06 00:00:00.000	234870	31
11160	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11162	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
11163	8	DI	1999	DI	8	1	1999	NULL	NULL	NULL	NULL
11164	2	COP	1999	COP	2	1	1999	NULL	NULL	NULL	NULL
11165	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11166	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11167	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11169	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
11170	8	CI	1948	CI	8	1	1948	NULL	NULL	NULL	NULL
11172	6	CI	1948	CI	6	1	1948	NULL	NULL	NULL	NULL
11173	8	CI	1948	CI	8	1	1948	2016	2016-02-10 00:00:00.000	234854	68
11173	8	CI	1948	CI	8	1	1948	2016	2016-04-18 00:00:00.000	234855	68
11173	8	CI	1948	CI	8	1	1948	2016	2016-07-25 00:00:00.000	235007	68
11173	8	CI	1948	CI	8	1	1948	2015	2015-05-06 00:00:00.000	235008	67
11173	8	CI	1948	CI	8	1	1948	2020	2020-06-02 10:30:00.000	237327	72
11174	8	CI	1948	CI	8	1	1948	NULL	NULL	NULL	NULL
11176	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11177	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11178	10	DI	1973	DI	10	1	1973	NULL	NULL	NULL	NULL
11179	10	DI	1973	DI	10	1	1973	NULL	NULL	NULL	NULL
11180	10	CI	1948	CI	10	1	1948	NULL	NULL	NULL	NULL
11181	8	CI	1948	CI	8	1	1948	2015	2015-02-04 00:00:00.000	234852	67
11181	8	CI	1948	CI	8	1	1948	2023	2023-06-15 11:30:00.000	239845	75
11182	8	DI	2001	DI	8	1	2001	NULL	NULL	NULL	NULL
11183	6	DI	2001	DI	6	1	2001	NULL	NULL	NULL	NULL
11184	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11185	6	DI	2007	DI	6	1	2007	NULL	NULL	NULL	NULL
11186	6	CI	1948	CI	6	1	1948	NULL	NULL	NULL	NULL
11187	6	CI	1948	CI	6	1	1948	NULL	NULL	NULL	NULL
11188	6	CI	1948	CI	6	1	POST1948	NULL	NULL	NULL	NULL
11189	8	CI	1948	CI	8	1	POST1948	NULL	NULL	NULL	NULL
11191	6	AC	1963	AC	6	1	1963	NULL	NULL	NULL	NULL
11192	6	AC	1963	AC	6	1	1963	NULL	NULL	NULL	NULL
11194	8	DI	1979	PVC	8	1	1979	NULL	NULL	NULL	NULL
11195	8	DI	1979	PVC	8	1	1979	NULL	NULL	NULL	NULL
11196	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11197	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
11198	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11199	8	DI	1992	DI	8	1	1992	NULL	NULL	NULL	NULL
11201	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11202	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11203	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11204	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11205	16	DI	1978	DI	16	1	1978	NULL	NULL	NULL	NULL
11208	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
11209	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
11210	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11212	8	DI	1994	DI	8	1	1994	NULL	NULL	NULL	NULL
11213	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
11214	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
11218	6	CI	1962	DI	6	1	1962	NULL	NULL	NULL	NULL
11219	6	CI	1948	CI	6	1	1948	NULL	NULL	NULL	NULL
11220	6	CI	1971	CI	6	1	1971	NULL	NULL	NULL	NULL
11221	6	CI	1910	CI	6	1	DI	NULL	NULL	NULL	NULL
11222	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
11223	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11224	30	CS	1941	CS	30	1	1941	NULL	NULL	NULL	NULL
11225	30	CS	1940	CS	30	1	NULL	2016	2016-07-21 00:00:00.000	234013	76
11225	30	CS	1940	CS	30	1	NULL	2016	2016-10-10 00:00:00.000	234168	76
11226	30	CS	1940	CS	30	1	NULL	2023	2023-05-23 07:00:00.000	239807	83
11227	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11228	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
11229	6	DI	1995	DI	6	1	1995	NULL	NULL	NULL	NULL
11230	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
11231	6	DI	1995	DI	6	1	1995	NULL	NULL	NULL	NULL
11232	8	DI	1995	DI	8	1	1995	NULL	NULL	NULL	NULL
11233	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11234	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11235	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11236	6	CI	1948	CI	6	1	1948	NULL	NULL	NULL	NULL
11237	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
11240	6	DI	1994	DI	6	1	1994	NULL	NULL	NULL	NULL
11242	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
11243	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11244	8	DI	1965	DI	8	1	1965	2016	2016-08-30 00:00:00.000	234474	51
11246	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11248	8	DI	2008	DI	8	1	2008	NULL	NULL	NULL	NULL
11249	8	DI	2008	DI	8	1	2008	NULL	NULL	NULL	NULL
11251	8	DI	2008	DI	8	1	2008	NULL	NULL	NULL	NULL
11253	16	DI	1988	DI	16	1	1988	NULL	NULL	NULL	NULL
11254	16	DI	1988	DI	16	1	1988	NULL	NULL	NULL	NULL
11255	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
11256	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11258	30	CS	1956	CS	30	1	1956	NULL	NULL	NULL	NULL
11262	6	CI	1962	DI	6	1	1962	NULL	NULL	NULL	NULL
11264	6	CI	1956	CI	6	1	1956	NULL	NULL	NULL	NULL
11265	42	DI	1992	DI	42	1	1992	NULL	NULL	NULL	NULL
11266	6	DI	1982	CI	6	1	1982	NULL	NULL	NULL	NULL
11267	6	DI	1982	CI	6	1	1982	NULL	NULL	NULL	NULL
11268	6	CI	1956	CI	6	1	1956	NULL	NULL	NULL	NULL
11269	6	DI	1985	CI	6	1	1985	NULL	NULL	NULL	NULL
11270	8	CI	1948	CI	8	1	1948	NULL	NULL	NULL	NULL
11272	8	DI	1990	DI	8	1	1990	NULL	NULL	NULL	NULL
11273	6	CI	1968	CI	6	1	1968	NULL	NULL	NULL	NULL
11274	12	CI	1968	CI	12	1	1968	NULL	NULL	NULL	NULL
11275	8	PVC	1987	PVC	8	1	1987	NULL	NULL	NULL	NULL
11276	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
11277	8	DI	1989	DI	8	1	1989	2019	2019-01-20 00:00:00.000	236120	30
11278	6	CI	1910	CI	6	1	UNK	NULL	NULL	NULL	NULL
11280	8	PVC	1985	PVC	8	1	1985	NULL	NULL	NULL	NULL
11281	6	PVC	1985	PVC	6	1	1985	NULL	NULL	NULL	NULL
11282	8	DI	1986	DI	8	1	1986	NULL	NULL	NULL	NULL
11283	2	COP	1930	COP	2	1	NULL	NULL	NULL	NULL	NULL
11284	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11285	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11286	8	DI	1998	DI	8	1	1998	2014	2014-07-28 00:00:00.000	235381	16
11286	8	DI	1998	DI	8	1	1998	2018	2018-04-26 00:00:00.000	235382	20
11287	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11288	8	DI	1998	DI	8	1	1998	2023	2023-11-29 10:00:00.000	240227	25
11289	8	CI	1971	CI	8	1	1971	NULL	NULL	NULL	NULL
11291	8	PVC	1982	PVC	8	1	1982	NULL	NULL	NULL	NULL
11292	8	DI	2005	DI	8	1	2005	NULL	NULL	NULL	NULL
11293	6	DI	1984	DI	6	1	1984	NULL	NULL	NULL	NULL
11302	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
11303	8	CI	1974	CI	8	1	1974	NULL	NULL	NULL	NULL
11304	8	DI	1991	DI	8	1	1991	NULL	NULL	NULL	NULL
11305	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
11306	6	CI	1972	CI	6	1	1972	NULL	NULL	NULL	NULL
11307	8	DI	2000	DI	8	1	2000	NULL	NULL	NULL	NULL
11308	6	DI	1991	DI	6	1	1991	NULL	NULL	NULL	NULL
11309	6	DI	1965	DI	6	1	UNK	NULL	NULL	NULL	NULL
11310	6	DI	1965	DI	6	1	UNK	NULL	NULL	NULL	NULL
11311	8	DI	2007	DI	8	1	2007	NULL	NULL	NULL	NULL
11312	8	PVC	1983	PVC	8	1	1983	NULL	NULL	NULL	NULL
11313	8	PVC	1981	PVC	8	1	1981	NULL	NULL	NULL	NULL
11314	8	PVC	1981	PVC	8	1	1981	NULL	NULL	NULL	NULL
11317	8	DI	1983	DI	8	1	1983	NULL	NULL	NULL	NULL
11319	6	DI	1996	DI	6	1	1996	NULL	NULL	NULL	NULL
11320	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11321	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11323	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
11324	6	DI	1977	PVC	6	1	1977	NULL	NULL	NULL	NULL
11325	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11326	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11327	8	DI	1989	DI	8	1	1989	NULL	NULL	NULL	NULL
11328	8	DI	2007	DI	8	1	2007	NULL	NULL	NULL	NULL
11329	12	DI	2008	DI	12	1	2008	NULL	NULL	NULL	NULL
11330	12	DI	2008	DI	12	1	2008	NULL	NULL	NULL	NULL
11331	6	DI	1986	DI	6	1	1986	NULL	NULL	NULL	NULL
11332	12	DI	1971	DI	12	1	1971	NULL	NULL	NULL	NULL
11333	8	DI	1998	DI	8	1	1998	NULL	NULL	NULL	NULL
11339	6	CI	1957	CI	6	1	1957	2016	2016-11-25 00:00:00.000	234396	59
11340	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
11341	6	CI	1960	CI	6	1	1960	NULL	NULL	NULL	NULL
11342	6	CI	1964	CI	6	1	1964	NULL	NULL	NULL	NULL
11343	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
11344	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
11345	6	CI	1910	CI	6	1	NULL	NULL	NULL	NULL	NULL
11346	2	GA	1962	GA	2	1	1962	NULL	NULL	NULL	NULL
11347	8	DI	1996	DI	8	1	1996	NULL	NULL	NULL	NULL
11348	12	CI	1963	CI	12	1	1963	NULL	NULL	NULL	NULL
11349	8	DI	1975	DI	8	1	1975	NULL	NULL	NULL	NULL
11350	36	DI	1972	PVC	36	1	1972	NULL	NULL	NULL	NULL
11351	6	DI	1965	DI	6	1	UNKNOWN	NULL	NULL	NULL	NULL
11352	8	CI	1948	CI	8	1	1948	NULL	NULL	NULL	NULL
11353	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
11354	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
11355	6	DI	1979	DI	6	1	1979	NULL	NULL	NULL	NULL
11356	8	DI	2007	DI	8	1	2007	NULL	NULL	NULL	NULL
11357	8	DI	2007	DI	8	1	2007	NULL	NULL	NULL	NULL
11358	8	DI	1989	DI	8	1	1989	NULL	NULL	NULL	NULL
11359	6	CI	1963	CI	6	1	1963	NULL	NULL	NULL	NULL
11360	6	DI	1983	DI	6	1	1983	NULL	NULL	NULL	NULL
11361	6	CI	1947	CI	6	1	PRE1947	NULL	NULL	NULL	NULL
11362	6	CI	1947	CI	6	1	PRE1947	NULL	NULL	NULL	NULL
11363	6	AC	1961	AC	6	1	1961	NULL	NULL	NULL	NULL
11364	6	AC	1961	AC	6	1	1961	NULL	NULL	NULL	NULL
11365	8	DI	2002	DI	8	1	2002	NULL	NULL	NULL	NULL
11366	8	DI	1965	DI	8	1	NULL	NULL	NULL	NULL	NULL
11367	6	CI	1975	CI	6	1	1975	NULL	NULL	NULL	NULL
11368	8	CI	1911	CI	8	1	1911	NULL	NULL	NULL	NULL
11369	6	AC	1962	AC	6	1	1962	NULL	NULL	NULL	NULL
11370	6	DI	1965	DI	6	1	NULL	NULL	NULL	NULL	NULL
11371	6	CI	1959	CI	6	1	1959	2018	2018-04-01 00:00:00.000	233770	59
11371	6	CI	1959	CI	6	1	1959	2017	2017-09-21 00:00:00.000	233771	58
11371	6	CI	1959	CI	6	1	1959	2018	2018-10-04 00:00:00.000	233864	59
11371	6	CI	1959	CI	6	1	1959	2018	2018-05-25 00:00:00.000	233865	59
11371	6	CI	1959	CI	6	1	1959	2021	2021-01-19 05:30:00.000	237864	62
11371	6	CI	1959	CI	6	1	1959	2021	2021-01-18 04:30:00.000	237865	62
