ID	Diameter	Material	InstallYear	OrgMaterial	OrgInstallYear	OrgDiameter	Status	InstallDate	BreakYear	BreakDate	Description	Failure_ID	BreakAge
27310	6	CI	1956	CI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27319	12	CI	1925	CI	1925	12	0	1925-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27326	4	ST	1995	ST	1995	4	1	1995-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27328	2	ST	1995	ST	1995	2	0	1995-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27334	6	CI	1967	CI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27335	6	CI	1967	CI	1967	6	1	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27336	6	DI	1993	CI	1993	6	0	1993-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27341	6	CI	1967	CI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27343	8	CI	1965	CI	1965	8	1	1965-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27345	6	CI	1944	CI	1944	6	0	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27357	6	CI	1956	CI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27358	6	DI	1993	CI	1993	6	0	1993-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27375	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27376	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
27380	12	CI	1915	CI	1915	12	0	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27391	6	CI	1930	CI	1930	6	1	1930-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27398	12	CI	1925	CI	1925	12	1	1925-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27403	6	CI	1930	CI	1930	6	0	1930-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27411	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
27421	6	CI	1944	CI	1944	6	0	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27444	8	CI	1925	CI	1925	8	1	1925-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27450	6	CI	1935	CI	1935	6	1	1935-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27456	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27462	6	CI	1956	CI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27464	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
27466	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27475	6	DI	1972	CI	1972	6	1	1972-05-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27478	48	CON	1972	CON	1972	48	1	1972-05-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27487	6	DI	1972	CI	1972	6	1	1972-05-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27498	8	DI	1972	CI	1972	8	0	1972-05-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27500	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
27519	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27537	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27538	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27548	12	CI	1915	CI	1915	12	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27549	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27550	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27563	12	CI	1923	CI	1923	12	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30286	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	2021	2021-02-22 07:38:00.000	Water Main Leak	3441	98
30287	6	CI	1967	CI	1967	6	0	1967-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30300	6	CI	1935	CI	1935	6	1	1935-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30311	6	CI	1956	CI	1956	6	0	1956-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30324	6	DI	1977	DI	1977	6	1	1977-04-13 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30358	6	CI	1954	CI	1954	6	1	1954-09-20 00:00:00.0000000	2021	2021-01-12 11:07:00.000	Water Main Leak	3331	67
30362	6	CI	1954	CI	1954	6	1	1954-07-16 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30369	6	CI	1954	CI	1954	6	0	1954-10-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30379	6	CI	1955	CI	1955	6	0	1955-08-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30381	6	CI	1956	CI	1956	6	0	1956-03-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30385	6	CI	1956	CI	1956	6	0	1956-03-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30408	2	PVC	1980	PVC	1980	2	0	1980-09-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30411	6	CI	1954	CI	1954	6	1	1954-07-16 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30413	2	ST	1955	ST	1955	2	0	1955-08-18 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
30423	6	CI	1954	CI	1954	6	1	1954-07-16 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26560	12	PVC	2019	PVC	2019	12	1	2019-03-13 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26561	6	DI	2019	DI	2019	6	0	2019-03-13 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26569	6	DI	2019	DI	2019	6	0	2019-03-13 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26576	12	PVC	2019	PVC	2019	12	1	2019-03-13 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26592	8	PVC	1996	PVC	1996	8	1	1996-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26595	8	PVC	2018	PVC	2018	8	1	2018-11-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26614	4	PVC	2018	PVC	2018	4	1	2018-10-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26615	8	PVC	2018	PVC	2018	8	1	2018-10-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26133	6	DI	1965	DI	NULL	6	1	NULL	NULL	NULL	NULL	NULL	NULL
26141	2	PVC	2019	PVC	2019	2	0	2019-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26161	12	PVC	1980	PVC	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL
26163	12	PVC	1980	PVC	NULL	12	1	NULL	NULL	NULL	NULL	NULL	NULL
26165	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
26167	12	PVC	1991	PVC	1991	12	1	1991-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26179	4	PVC	2019	PVC	2019	4	1	2019-10-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26180	2	PVC	2019	PVC	2019	2	0	2019-10-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26187	6	DI	2019	DI	2019	6	0	2019-10-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26190	6	DI	2019	DI	2019	6	0	2019-10-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26213	8	PVC	2019	PVC	2019	8	1	2019-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26225	8	PVC	2019	PVC	2019	8	1	2019-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26234	6	PVC	2019	PVC	2019	6	0	2019-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26246	8	PVC	2019	PVC	2019	8	1	2019-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26261	4	PVC	2019	PVC	2019	4	1	2019-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26269	8	PVC	2019	PVC	2019	8	1	2019-06-14 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26273	4	PVC	2018	PVC	2018	4	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26289	4	PVC	2018	PVC	2018	4	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26292	8	PVC	2018	PVC	2018	8	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26294	8	PVC	2018	PVC	2018	8	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26300	2	CU	2018	CU	2018	2	0	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26311	8	DI	2018	DI	2018	8	0	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26318	8	PVC	2018	PVC	2018	8	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26322	8	PVC	2018	PVC	2018	8	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26328	6	DI	2018	DI	2018	6	0	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26333	6	DI	2018	DI	2018	6	0	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26346	8	PVC	2018	PVC	2018	8	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26354	6	DI	2018	DI	2018	6	0	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26358	6	PVC	2018	PVC	2018	6	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26363	6	PVC	2018	PVC	2018	6	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26381	6	DI	2018	DI	2018	6	0	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26389	8	PVC	2018	PVC	2018	8	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26405	8	PVC	2018	PVC	2018	8	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26407	8	PVC	2018	PVC	2018	8	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26412	8	PVC	2018	PVC	2018	8	1	2018-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26427	12	PVC	2019	PVC	2019	12	1	2019-02-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26442	12	PVC	2019	PVC	2019	12	1	2019-02-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28654	2	CU	2016	CU	2016	2	0	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28659	6	DI	2016	DI	2016	6	0	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28663	6	DI	2016	DI	2016	6	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
24214	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
24230	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
24250	8	DI	1995	CI	1995	8	1	1995-08-29 00:00:00.0000000	2017	2017-03-14 02:51:00.000	Water Main Repair	1938	22
24250	8	DI	1995	CI	1995	8	1	1995-08-29 00:00:00.0000000	2016	2016-11-22 08:54:00.000	Water Main Repair	1850	21
24255	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26985	6	DI	2017	CI	2017	6	0	2017-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
26996	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
27015	6	CI	1930	CI	1930	6	1	1930-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27029	6	CI	1915	CI	1915	6	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27052	8	CI	1923	CI	1923	8	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27055	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27059	20	DI	1988	CI	1988	20	1	1988-03-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27061	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27066	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27073	6	DI	1996	CI	1996	6	1	1996-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27089	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27103	6	CI	1935	CI	1935	6	1	1935-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27126	6	CI	1930	CI	1930	6	0	1930-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27142	2	CI	1944	CI	1944	2	0	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27155	2	ST	1945	ST	1945	2	0	1945-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27170	6	CI	1915	CI	1915	6	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27195	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27196	6	CI	1960	CI	1960	6	0	1960-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27202	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27207	8	CI	1923	CI	1923	8	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27210	6	ST	1945	ST	1945	6	1	1945-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27212	2	ST	1945	ST	1945	2	0	1945-06-01 00:00:00.0000000	2020	2020-08-13 10:47:00.000	Water Main Leak	3210	75
28461	8	PVC	2017	PVC	2017	8	1	2017-02-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28467	8	PVC	2017	PVC	2017	8	1	2017-02-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28485	6	DI	2017	DI	2017	6	0	2017-02-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28490	8	PVC	2016	PVC	2016	8	1	2016-04-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28509	8	PVC	2016	PVC	2016	8	1	2016-05-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28510	6	PVC	2016	PVC	2016	6	0	2016-05-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28511	4	PVC	2016	PVC	2016	4	1	2016-05-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28517	6	DI	2016	DI	2016	6	0	2016-09-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28526	6	DI	2016	DI	2016	6	0	2016-06-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28531	12	PVC	2016	PVC	2016	12	1	2016-08-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28534	2	PE	2016	PE	2016	2	0	2016-08-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28538	6	PVC	2014	PVC	2014	6	0	2014-05-16 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28540	6	PVC	2014	PVC	2014	6	0	2014-05-16 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28559	6	DI	2016	DI	2016	6	0	2016-08-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28566	12	PVC	2017	PVC	2017	12	1	2017-10-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28571	6	PVC	2017	PVC	2017	6	1	2017-10-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28573	4	PVC	2018	PVC	2018	4	1	2018-08-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28580	4	PVC	2017	PVC	2017	4	1	2017-01-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28581	12	PVC	2017	PVC	2017	12	1	2017-01-25 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28587	8	PVC	2016	PVC	2016	8	1	2016-07-21 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28589	6	CI	1914	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL	NULL
28592	4	PVC	2016	PVC	2016	4	1	2016-11-02 00:00:00.0000000	2021	2021-02-01 03:07:00.000	Water Main Leak	3348	5
28592	4	PVC	2016	PVC	2016	4	1	2016-11-02 00:00:00.0000000	2016	2016-06-27 03:24:00.000	Water Main Repair	1717	0
28600	12	PVC	2016	PVC	2016	12	1	2016-10-06 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28608	8	PVC	2015	PVC	2015	8	1	2015-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28614	16	PVC	2015	PVC	2015	16	1	2015-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28626	6	DI	2015	DI	2015	6	0	2015-04-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28627	20	CI	1915	CI	1915	20	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28629	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28636	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28639	8	PVC	2016	PVC	2016	8	1	2016-12-23 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
31976	2	GAL	1997	GAL	1997	2	0	1997-10-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
31981	2	GAL	1998	GAL	1998	2	0	1998-12-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
31984	2	GAL	1987	GAL	1987	2	0	1987-08-11 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
31990	2	GAL	1991	GAL	1991	2	0	1991-09-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
31993	12	PVC	1992	PVC	1992	12	1	1992-08-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
31998	12	PVC	1991	PVC	1991	12	1	1991-08-09 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
31999	2	GAL	1984	GAL	1984	2	0	1984-09-26 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32015	8	DI	1978	PVC	1978	8	1	1978-07-15 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32019	8	PVC	2001	PVC	2001	8	1	2001-05-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32024	8	PVC	1990	PVC	1990	8	1	1990-09-15 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32041	2	GAL	1993	GAL	1993	2	0	1993-11-22 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32054	8	PVC	1996	PVC	1996	8	1	1996-06-05 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32055	2	BRASS	2017	BRASS	2017	2	0	2017-04-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32068	8	PVC	1992	PVC	1992	8	1	1992-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32083	6	DI	2022	DI	2022	6	0	2022-05-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32087	12	PVC	2022	PVC	2022	12	1	2022-05-03 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32092	6	DI	2022	DI	2022	6	0	2022-05-19 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32095	8	PVC	2022	PVC	2022	8	1	2022-05-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32096	8	PVC	2022	PVC	2022	8	1	2022-05-31 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
32114	2	GAL	1991	GAL	1991	2	0	1991-05-28 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28779	12	PVC	2016	PVC	2016	12	1	2016-11-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28809	6	CI	1914	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL	NULL
28810	6	CI	1914	CI	NULL	6	1	NULL	NULL	NULL	NULL	NULL	NULL
28817	0.75	CU	2016	CU	2016	0.75	0	2016-06-27 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28821	8	PVC	2017	PVC	2017	8	1	2017-06-01 00:00:00.0000000	2019	2019-12-13 07:00:00.000	Water Main Leak	3053	2
28828	8	PVC	2017	PVC	2017	8	1	2017-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28830	8	PVC	2017	PVC	2017	8	1	2017-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28843	8	PVC	2017	PVC	2017	8	1	2017-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28853	12	PVC	2017	PVC	2017	12	1	2017-04-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28863	12	PVC	2017	PVC	2017	12	1	2017-04-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28875	12	PVC	2017	PVC	2017	12	1	2017-04-17 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28877	8	CI	1915	CI	1915	8	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28888	6	PVC	2017	PVC	2017	6	0	2017-08-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28894	2	CU	2018	CU	2018	2	0	2018-01-10 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
28908	2	CU	2017	CU	2017	2	0	2017-11-02 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27212	2	ST	1945	ST	1945	2	0	1945-06-01 00:00:00.0000000	2020	2020-12-25 09:51:00.000	Water Main Leak	3296	75
27220	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27221	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27225	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27236	8	CI	1923	CI	1923	8	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27241	6	CI	1935	CI	1935	6	1	1935-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27270	12	DI	1975	CI	1975	12	1	1975-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27278	2	CI	1930	CI	1930	2	0	1930-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27283	12	CI	1930	CI	1930	12	0	1930-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27298	6	CI	1930	CI	1930	6	1	1930-06-01 00:00:00.0000000	2020	2020-08-13 03:52:00.000	Water Main Leak	3211	90
27298	6	CI	1930	CI	1930	6	1	1930-06-01 00:00:00.0000000	2014	2014-02-09 08:23:00.000	Water Main Repair	887	84
27316	6	CI	1935	CI	1935	6	1	1935-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27323	12	CI	1925	CI	1925	12	0	1925-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27324	4	ST	1995	ST	1995	4	1	1995-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27325	4	ST	1995	ST	1995	4	1	1995-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27327	2	ST	1995	ST	1995	2	0	1995-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27366	12	CI	1930	CI	1930	12	0	1930-06-01 00:00:00.0000000	2018	2018-12-10 10:43:00.000	Water Main Leak	2721	88
27367	6	CI	1930	CI	1930	6	0	1930-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27382	6	CI	1914	CI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
27383	2	ST	1945	ST	1945	2	0	1945-06-01 00:00:00.0000000	2019	2019-02-03 11:37:00.000	Water Main Leak	2791	74
27386	12	CI	1923	CI	1923	12	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27387	6	CI	1930	CI	1930	6	1	1930-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27393	12	CI	1930	CI	1930	12	1	1930-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27396	6	DI	1998	DI	1998	6	0	1998-03-24 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27407	2	DI	1995	CI	1995	2	0	1995-01-01 00:00:00.0000000	2014	2014-08-18 08:22:00.000	Water Main Repair	1074	19
27407	2	DI	1995	CI	1995	2	0	1995-01-01 00:00:00.0000000	2021	2021-06-23 08:28:00.000	Water Main Leak	3552	26
27407	2	DI	1995	CI	1995	2	0	1995-01-01 00:00:00.0000000	2016	2016-12-12 11:10:00.000	Water Main Repair	1870	21
27412	12	DI	1995	CI	1995	12	1	1995-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27414	6	DI	1965	DI	NULL	6	0	NULL	NULL	NULL	NULL	NULL	NULL
27420	6	CI	1944	CI	1944	6	0	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27426	0	CI	1944	CI	1944	0	0	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27427	0	CI	1944	CI	1944	0	0	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27435	30	DI	2010	CI	2010	30	1	2010-07-26 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27439	6	DI	1972	CI	1972	6	0	1972-06-07 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27442	1	CI	1956	CI	1956	1	0	1956-06-01 00:00:00.0000000	2012	2012-08-03 02:41:00.000	Water Main Repair	121	56
27449	6	CI	1944	CI	1944	6	1	1944-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27458	6	CI	1915	CI	1915	6	1	1915-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27477	6	CI	1923	CI	1923	6	1	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27512	4	PVC	1991	PVC	1991	4	1	1991-01-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27515	4	PVC	1985	PVC	1985	4	1	1985-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27534	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
27535	6	CI	1923	CI	1923	6	0	1923-06-01 00:00:00.0000000	NULL	NULL	NULL	NULL	NULL
